BookingID,BookingReference,BookingDate,CheckInDate,CheckOutDate,HotelID,GuestID,RoomTypeID,ChannelID,RatePlan,BookingStatus,Adults,Children,RoomsBooked,Nights,NightlyRateGBP,DiscountPct,GrossRoomRevenueGBP,DiscountAmountGBP,NetRoomRevenueGBP,ExtrasRevenueGBP,CancellationFeeGBP,ChannelCommissionGBP,BookingValueGBP,NetRevenueAfterCommissionGBP,CorporateAccount,SpecialRequest,CancellationDate,CancellationReason,HotelName,City,Region,HotelSegment,OwnershipModel,MarketRateIndex,BookingChannel,ChannelGroup,StandardCommissionRate,RoomType,BaseRateGBP,GuestCountry,LoyaltyTier,AgeBand,MarketingConsent,LeadTimeDays,ADR_GBP
BKG002566,CS-2402-002566,2024-08-28,2024-09-20,2024-09-21,HTL002,GST01387,RT007,CH05,Flexible,No Show,1,0,1,1,115.53,0,0,0,0,0,115.53,0,115.53,115.53,Northbridge Legal,Near lift,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Corporate Portal,Corporate,0.05,Standard Double,100.82,United Kingdom,Non-member,35-44,No,23,0.0
BKG002567,CS-2606-002567,2026-05-27,2026-07-08,2026-07-09,HTL006,GST01832,RT033,CH05,Corporate,Checked Out,2,0,1,1,147.64,0.12,147.64,17.72,129.92,0,0,6.5,129.92,123.42,Kelvin Tech,Early check-in requested,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Corporate Portal,Corporate,0.05,Superior King,123.95,,,,,42,129.92
BKG002568,CS-2503-002568,2025-03-24,2025-04-17,2025-04-19,HTL003,GST00196,RT014,CH01,Flexible,Checked Out,1,0,1,2,98.32,0,196.64,0,196.64,0,0,0,196.64,196.64,,Quiet room,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Website,Direct,0,Standard Twin,97.69,United Kingdom,Gold,35-44,Yes,24,98.32
BKG002569,CS-2503-002569,2025-08-06,2025-08-21,2025-08-24,HTL003,GST00136,RT018,CH01,Flexible,Checked Out,1,0,1,3,213.66,0,640.98,0,640.98,96.39,0,0,737.37,737.37,,Twin beds requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Website,Direct,0,Junior Suite,188.19,United Kingdom,Bronze,25-34,Yes,15,213.66
BKG002570,CS-2406-002570,2024-06-27,2024-08-09,2024-08-10,HTL006,GST00380,RT032,CH03,Flexible,Checked Out,1,2,1,1,136.26,0,136.26,0,136.26,0,0,20.44,136.26,115.82,,Late arrival,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Booking.com,OTA,0.15,Standard Twin,101.45,United Kingdom,Gold,55-64,Yes,43,136.26
BKG002571,CS-2605-002571,2026-04-07,2026-05-16,2026-05-17,HTL005,GST00321,RT025,CH03,Flexible,Checked Out,1,1,1,1,109.65,0,109.65,0,109.65,12,0,16.45,121.65,105.2,,High floor,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Double,89.19,United Kingdom,Gold,25-34,Yes,39,109.65
BKG002572,CS-2604-002572,2026-06-06,2026-06-30,2026-07-02,HTL004,GST01286,RT019,CH03,Flexible,Checked Out,1,0,1,2,117.32,0.05,234.64,11.73,222.91,0,0,33.44,222.91,189.47,,Away from lift,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Standard Double,110.62,United Kingdom,Bronze,18-24,Yes,24,111.45
BKG002573,CS-2501-002573,2025-07-26,2025-08-06,2025-08-08,HTL001,GST00738,RT003,CH06,Bed & Breakfast,Checked Out,3,0,1,2,184.04,0,368.08,0,368.08,93,0,36.81,461.08,424.27,,Twin beds requested,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Travel Agent,Agency,0.1,Superior King,158.01,United Kingdom,Non-member,25-34,Yes,11,184.04
BKG002574,CS-2602-002574,2026-02-05,2026-04-02,2026-04-04,HTL002,GST00343,RT007,CH01,Flexible,Checked Out,2,0,1,2,95.13,0,190.26,0,190.26,213.47,0,0,403.73,403.73,,Away from lift,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Standard Double,100.82,United Kingdom,Silver,45-54,Yes,56,95.13
BKG002575,CS-2505-002575,2025-12-17,2025-12-24,2025-12-28,HTL005,GST01884,RT030,CH04,Corporate,Checked Out,1,0,1,4,199.49,0.1,797.96,79.8,718.16,179.62,0,122.09,897.78,775.69,Wren & Co.,Accessible room,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Expedia,OTA,0.17,Junior Suite,182.34,,,,,7,179.54
BKG002576,CS-2501-002576,2025-05-10,2025-06-01,2025-06-03,HTL001,GST01481,RT003,CH01,Flexible,Checked Out,2,0,1,2,171.41,0,342.82,0,342.82,0,0,0,342.82,342.82,,Late arrival,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Superior King,158.01,United Kingdom,Bronze,55-64,No,22,171.41
BKG002577,CS-2402-002577,2024-05-29,2024-06-24,2024-06-26,HTL002,GST00987,RT009,CH03,Group,Checked Out,3,0,2,2,141.94,0.1,567.76,56.78,510.98,178.33,0,76.65,689.31,612.66,,Accessible room,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Superior King,124.34,United Kingdom,Gold,35-44,Yes,26,127.75
BKG002578,CS-2606-002578,2026-08-05,2026-08-05,2026-08-06,HTL006,GST01069,RT033,CH07,Flexible,Checked Out,1,0,1,1,156.69,0,156.69,0,156.69,58.29,0,0,214.98,214.98,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Walk-in,Direct,0,Superior King,123.95,United Kingdom,Platinum,25-34,No,0,156.69
BKG002579,CS-2402-002579,2024-08-09,2024-08-21,2024-08-24,HTL002,GST00390,RT007,CH01,Weekend Break,Checked Out,4,0,3,3,125.49,0,1129.41,0,1129.41,186,0,0,1315.41,1315.41,,Accessible room,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Standard Double,100.82,United Kingdom,Non-member,55-64,Yes,12,125.49
BKG002580,CS-2606-002580,2026-02-24,2026-03-06,2026-03-07,HTL006,GST00092,RT034,CH05,Corporate,Checked Out,1,1,1,1,135.66,0.08,135.66,10.85,124.81,23.5,0,6.24,148.31,142.07,Kelvin Tech,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Corporate Portal,Corporate,0.05,Family Room,136.19,Netherlands,Gold,35-44,Yes,10,124.81
BKG002581,CS-2605-002581,2026-06-11,2026-06-22,2026-06-23,HTL005,GST01297,RT027,CH01,Corporate,Checked Out,1,0,1,1,123.88,0.15,123.88,18.58,105.3,0,0,0,105.3,105.3,Redwood Finance,Early check-in requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Superior King,115.67,United Kingdom,Non-member,25-34,No,11,105.3
BKG002582,CS-2406-002582,2024-08-03,2024-08-03,2024-08-05,HTL006,GST00885,RT033,CH07,Flexible,Checked Out,1,0,1,2,182.97,0,365.94,0,365.94,0,0,0,365.94,365.94,,Near lift,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Walk-in,Direct,0,Superior King,123.95,United Kingdom,Gold,35-44,No,0,182.97
BKG002583,CS-2602-002583,2026-04-14,2026-05-13,2026-05-14,HTL002,GST00858,RT007,CH04,Flexible,Checked Out,1,0,1,1,115.22,0,115.22,0,115.22,18,0,19.59,133.22,113.63,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Expedia,OTA,0.17,Standard Double,100.82,United Kingdom,Bronze,18-24,No,29,115.22
BKG002584,CS-2604-002584,2026-04-12,2026-05-09,2026-05-15,HTL004,GST01353,RT019,CH05,Corporate,Checked Out,2,0,1,6,123.25,0.15,739.5,110.92,628.58,0,0,31.43,628.58,597.15,Cobalt Media,Cot required,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Corporate Portal,Corporate,0.05,Standard Double,110.62,United Kingdom,Bronze,25-34,No,27,104.76
BKG002585,CS-2404-002585,2024-05-31,2024-06-21,2024-06-22,HTL004,GST01088,RT019,CH05,Corporate,Checked Out,1,0,1,1,130.11,0.12,130.11,15.61,114.5,0,0,5.73,114.5,108.77,Asteron Consulting,Accessible room,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Corporate Portal,Corporate,0.05,Standard Double,110.62,Canada,Silver,25-34,Yes,21,114.5
BKG002586,CS-2505-002586,2025-02-21,2025-03-15,2025-03-16,HTL005,GST01329,RT030,CH03,Advance Purchase,Checked Out,1,0,1,1,173.67,0.05,173.67,8.68,164.99,87,0,24.75,251.99,227.24,,Accessible room,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Junior Suite,182.34,United Kingdom,Bronze,45-54,No,22,164.99
BKG002587,CS-2405-002587,2024-06-26,2024-08-19,2024-08-23,HTL005,GST00510,RT025,CH05,Corporate,Checked Out,1,0,1,4,100.48,0.15,401.92,60.29,341.63,332.48,0,17.08,674.11,657.03,Northbridge Legal,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Corporate Portal,Corporate,0.05,Standard Double,89.19,United Kingdom,Non-member,25-34,No,54,85.41
BKG002588,CS-2403-002588,2024-07-07,2024-08-27,2024-08-31,HTL003,GST01295,RT013,CH04,Corporate,Checked Out,1,0,1,4,94.19,0.1,376.76,37.68,339.08,0,0,57.64,339.08,281.44,Merefield Healthcare,Early check-in requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Expedia,OTA,0.17,Standard Double,89.25,United Kingdom,Non-member,25-34,Yes,51,84.77
BKG002589,CS-2403-002589,2024-10-23,2024-12-19,2024-12-23,HTL003,GST00106,RT016,CH04,Bed & Breakfast,Checked Out,2,2,1,4,142.92,0.1,571.68,57.17,514.51,188,0,87.47,702.51,615.04,,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Expedia,OTA,0.17,Family Room,137.15,United Kingdom,Silver,25-34,No,57,128.63
BKG002590,CS-2404-002590,2024-06-06,2024-06-28,2024-07-01,HTL004,GST00166,RT021,CH03,Flexible,Checked Out,1,0,1,3,181.58,0,544.74,0,544.74,54,0,81.71,598.74,517.03,,Cot required,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Superior King,138.06,United Kingdom,Gold,18-24,Yes,22,181.58
BKG002591,CS-2401-002591,2024-08-30,2024-09-18,2024-09-19,HTL001,GST01448,RT001,CH03,Advance Purchase,Cancelled,1,0,1,1,138.95,0.1,0,0,0,0,0,0,0,0,,Near lift,2024-09-08,Change of plans,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Standard Double,127.85,United Kingdom,Silver,45-54,No,19,0.0
BKG002592,CS-2603-002592,2026-03-19,2026-04-13,2026-04-14,HTL003,GST01061,RT018,CH06,Advance Purchase,Checked Out,1,0,1,1,189.31,0.05,189.31,9.47,179.84,68.62,0,17.98,248.46,230.48,,Accessible room,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Travel Agent,Agency,0.1,Junior Suite,188.19,United Kingdom,Non-member,35-44,Yes,25,179.84
BKG002593,CS-2605-002593,2026-06-07,2026-06-27,2026-06-30,HTL005,GST00233,RT025,CH03,Corporate,Checked Out,1,0,1,3,92.37,0.15,277.11,41.57,235.54,0,0,35.33,235.54,200.21,Wren & Co.,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Double,89.19,United Kingdom,Bronze,45-54,Yes,20,78.51
BKG002594,CS-2403-002594,2024-06-28,2024-07-07,2024-07-08,HTL003,GST00997,RT015,CH03,Bed & Breakfast,Checked Out,2,0,1,1,146.71,0,146.71,0,146.71,31,0,22.01,177.71,155.7,,Quiet room,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Superior King,112.37,United Kingdom,Platinum,25-34,No,9,146.71
BKG002595,CS-2602-002595,2026-02-15,2026-03-14,2026-03-18,HTL002,GST00896,RT008,CH04,Flexible,Checked Out,2,0,1,4,100.01,0,400.04,0,400.04,0,0,68.01,400.04,332.03,,Near lift,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Expedia,OTA,0.17,Standard Twin,100.55,United Kingdom,Platinum,55-64,Yes,27,100.01
BKG002596,CS-2401-002596,2024-09-19,2024-09-30,2024-10-01,HTL001,GST00195,RT003,CH01,Bed & Breakfast,Checked Out,1,1,1,1,166.24,0,166.24,0,166.24,114.17,0,0,280.41,280.41,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Superior King,158.01,United Kingdom,Bronze,35-44,Yes,11,166.24
BKG002597,CS-2503-002597,2025-07-28,2025-08-02,2025-08-03,HTL003,GST00087,RT014,CH03,Weekend Break,Checked Out,2,0,1,1,126,0,126,0,126,113.54,0,18.9,239.54,220.64,,Accessible room,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Standard Twin,97.69,United Kingdom,Silver,25-34,Yes,5,126.0
BKG002598,CS-2403-002598,2024-07-11,2024-07-16,2024-07-17,HTL003,GST00038,RT015,CH03,Bed & Breakfast,Checked Out,3,0,1,1,143.54,0,143.54,0,143.54,46.5,0,21.53,190.04,168.51,,Twin beds requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Superior King,112.37,United Kingdom,Non-member,18-24,Yes,5,143.54
BKG002599,CS-2505-002599,2025-07-26,2025-08-04,2025-08-06,HTL005,GST00477,RT027,CH05,Corporate,Cancelled,2,0,1,2,125.69,0.12,0,0,0,0,0,0,0,0,Merefield Healthcare,Early check-in requested,2025-08-01,Travel disruption,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Corporate Portal,Corporate,0.05,Superior King,115.67,United Kingdom,Bronze,18-24,No,9,0.0
BKG002600,CS-2603-002600,2026-04-22,2026-05-22,2026-05-23,HTL003,GST01123,RT014,CH01,Bed & Breakfast,Cancelled,2,0,1,1,112.58,0,0,0,0,0,0,0,0,0,,Twin beds requested,2026-05-01,No reason provided,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Direct Website,Direct,0,Standard Twin,97.69,United Kingdom,Silver,35-44,Yes,30,0.0
BKG002601,CS-2504-002601,2025-03-04,2025-04-21,2025-04-23,HTL004,GST00315,RT019,CH04,Bed & Breakfast,Checked Out,1,0,1,2,105.06,0,210.12,0,210.12,236.71,0,35.72,446.83,411.11,,Early check-in requested,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Expedia,OTA,0.17,Standard Double,110.62,United Kingdom,Silver,35-44,No,48,105.06
BKG002602,CS-2602-002602,2026-01-27,2026-02-05,2026-02-09,HTL002,GST02120,RT007,CH01,Flexible,Checked Out,1,0,1,4,91.37,0,365.48,0,365.48,0,0,0,365.48,365.48,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Standard Double,100.82,,,,,9,91.37
BKG002603,CS-2604-002603,2026-05-22,2026-06-04,2026-06-08,HTL004,GST00015,RT021,CH05,Corporate,Checked Out,4,0,2,4,150.95,0.08,1207.6,96.61,1110.99,0,0,55.55,1110.99,1055.44,Wren & Co.,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Corporate Portal,Corporate,0.05,Superior King,138.06,United Kingdom,Silver,55-64,Yes,13,138.87
BKG002604,CS-2505-002604,2025-01-10,2025-03-07,2025-03-12,HTL005,GST00490,RT025,CH04,Flexible,Checked Out,1,2,1,5,100.86,0,504.3,0,504.3,227.5,0,85.73,731.8,646.07,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Expedia,OTA,0.17,Standard Double,89.19,United Kingdom,Bronze,25-34,No,56,100.86
BKG002605,CS-2501-002605,2025-04-07,2025-06-14,2025-06-15,HTL001,GST01188,RT003,CH04,Bed & Breakfast,No Show,1,0,1,1,187.55,0,0,0,0,0,187.55,0,187.55,187.55,,Quiet room,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Expedia,OTA,0.17,Superior King,158.01,United Kingdom,Silver,45-54,No,68,0.0
BKG002606,CS-2405-002606,2024-04-13,2024-04-20,2024-04-21,HTL005,GST01593,RT028,CH02,Flexible,Checked Out,1,2,1,1,149.46,0,149.46,0,149.46,49.5,0,0,198.96,198.96,,,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Phone,Direct,0,Family Room,130.98,United Kingdom,Silver,35-44,Yes,7,149.46
BKG002607,CS-2506-002607,2025-04-16,2025-05-16,2025-05-21,HTL006,GST00273,RT031,CH04,Flexible,No Show,1,0,1,5,130.72,0,0,0,0,0,130.72,0,130.72,130.72,,Twin beds requested,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Expedia,OTA,0.17,Standard Double,97.71,Germany,Non-member,18-24,Yes,30,0.0
BKG002608,CS-2402-002608,2024-05-13,2024-05-24,2024-05-27,HTL002,GST00284,RT009,CH01,Bed & Breakfast,Checked Out,1,0,1,3,163.55,0,490.65,0,490.65,82.5,0,0,573.15,573.15,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Superior King,124.34,United Kingdom,Non-member,65+,Yes,11,163.55
BKG002609,CS-2401-002609,2024-10-14,2024-11-08,2024-11-10,HTL001,GST00701,RT002,CH03,Bed & Breakfast,Checked Out,1,0,1,2,126.28,0,252.56,0,252.56,31,0,37.88,283.56,245.68,,Near lift,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Standard Twin,126.62,United Kingdom,Non-member,45-54,Yes,25,126.28
BKG002610,CS-2403-002610,2024-12-02,2024-12-19,2024-12-21,HTL003,GST01874,RT013,CH03,Bed & Breakfast,Checked Out,2,0,1,2,90.11,0,180.22,0,180.22,280.34,0,27.03,460.56,433.53,,Twin beds requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Standard Double,89.25,,,,,17,90.11
BKG002611,CS-2604-002611,2026-06-19,2026-08-10,2026-08-13,HTL004,GST01386,RT019,CH03,Weekend Break,Checked Out,2,0,1,3,151.1,0,453.3,0,453.3,93,0,68,546.3,478.3,,High floor,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Standard Double,110.62,United Kingdom,Non-member,65+,Yes,52,151.1
BKG002612,CS-2506-002612,2025-11-12,2025-11-24,2025-11-25,HTL006,GST00206,RT031,CH04,Flexible,Checked Out,1,0,1,1,85.54,0,85.54,0,85.54,49.36,0,14.54,134.9,120.36,,Away from lift,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Expedia,OTA,0.17,Standard Double,97.71,United Kingdom,Platinum,65+,Yes,12,85.54
BKG002613,CS-2606-002613,2026-03-21,2026-04-20,2026-04-25,HTL006,GST00987,RT031,CH01,Group,Checked Out,7,0,3,5,106.37,0.15,1595.55,239.33,1356.22,60,0,0,1416.22,1416.22,,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Direct Website,Direct,0,Standard Double,97.71,United Kingdom,Gold,35-44,Yes,30,90.41
BKG002614,CS-2604-002614,2026-06-06,2026-06-15,2026-06-17,HTL004,GST00212,RT021,CH01,Advance Purchase,Checked Out,2,0,1,2,138.43,0.05,276.86,13.84,263.02,0,0,0,263.02,263.02,,Accessible room,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Website,Direct,0,Superior King,138.06,United Kingdom,Silver,55-64,Yes,9,131.51
BKG002615,CS-2603-002615,2026-07-14,2026-08-17,2026-08-18,HTL003,GST01359,RT014,CH03,Corporate,Checked Out,3,0,1,1,97.75,0.1,97.75,9.78,87.97,79.97,0,13.2,167.94,154.74,Kelvin Tech,Early check-in requested,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Standard Twin,97.69,United Kingdom,Non-member,25-34,Yes,34,87.97
BKG002616,CS-2503-002616,2025-01-18,2025-03-01,2025-03-02,HTL003,GST00878,RT018,CH05,Corporate,Checked Out,1,0,1,1,159.76,0.1,159.76,15.98,143.78,15.5,0,7.19,159.28,152.09,Redwood Finance,,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Corporate Portal,Corporate,0.05,Junior Suite,188.19,United Kingdom,Gold,35-44,Yes,42,143.78
BKG002617,CS-2505-002617,2025-01-19,2025-01-20,2025-01-22,HTL005,GST00328,RT029,CH01,Event Package,Checked Out,1,0,1,2,161.33,0,322.66,0,322.66,31,0,0,353.66,353.66,,Twin beds requested,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Direct Website,Direct,0,Executive King,141.81,United Kingdom,Non-member,45-54,No,1,161.33
BKG002618,CS-2404-002618,2024-07-19,2024-09-04,2024-09-05,HTL004,GST00001,RT019,CH01,Advance Purchase,Checked Out,2,2,2,1,117.62,0.08,235.24,18.82,216.42,120.41,0,0,336.83,336.83,,Quiet room,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Direct Website,Direct,0,Standard Double,110.62,United Kingdom,Non-member,25-34,Yes,47,108.21
BKG002619,CS-2502-002619,2025-12-06,2025-12-14,2025-12-16,HTL002,GST00402,RT007,CH06,Flexible,Checked Out,3,0,1,2,113.71,0,227.42,0,227.42,93,0,22.74,320.42,297.68,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Travel Agent,Agency,0.1,Standard Double,100.82,United Kingdom,Platinum,45-54,Yes,8,113.71
BKG002620,CS-2601-002620,2026-02-04,2026-03-26,2026-03-28,HTL001,GST01041,RT001,CH01,Bed & Breakfast,Checked Out,2,0,1,2,123.57,0,247.14,0,247.14,62,0,0,309.14,309.14,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Standard Double,127.85,Canada,Bronze,65+,No,50,123.57
BKG002621,CS-2504-002621,2025-02-13,2025-02-18,2025-02-23,HTL004,GST01439,RT021,CH03,Bed & Breakfast,Checked Out,2,0,1,5,109.9,0,549.5,0,549.5,518.65,0,82.42,1068.15,985.73,,,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Booking.com,OTA,0.15,Superior King,138.06,Canada,Bronze,18-24,Yes,5,109.9
BKG002622,CS-2402-002622,2024-09-22,2024-09-22,2024-09-25,HTL002,GST01001,RT008,CH07,Flexible,Checked Out,1,0,1,3,98.22,0,294.66,0,294.66,0,0,0,294.66,294.66,,Cot required,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Walk-in,Direct,0,Standard Twin,100.55,United Kingdom,Silver,25-34,Yes,0,98.22
BKG002623,CS-2402-002623,2024-08-31,2024-09-14,2024-09-19,HTL002,GST01769,RT007,CH03,Weekend Break,Checked Out,1,0,1,5,126.01,0,630.05,0,630.05,404.55,0,94.51,1034.6,940.09,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Standard Double,100.82,United Kingdom,Bronze,55-64,Yes,14,126.01
BKG002624,CS-2602-002624,2026-06-15,2026-06-15,2026-06-18,HTL002,GST00128,RT009,CH07,Flexible,Checked Out,1,0,1,3,140.23,0,420.69,0,420.69,88.5,0,0,509.19,509.19,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Walk-in,Direct,0,Superior King,124.34,France,Non-member,45-54,Yes,0,140.23
BKG002625,CS-2504-002625,2025-01-14,2025-02-10,2025-02-15,HTL004,GST00031,RT022,CH04,Flexible,Checked Out,1,0,1,5,144.49,0,722.45,0,722.45,70,0,122.82,792.45,669.63,,Away from lift,,,Crownstone Calton View,Edinburgh,Scotland,Boutique,Leased,1.16,Expedia,OTA,0.17,Family Room,157.44,United Kingdom,Non-member,45-54,Yes,27,144.49
BKG002626,CS-2503-002626,2025-02-28,2025-05-14,2025-05-17,HTL003,GST00991,RT015,CH03,Flexible,Checked Out,2,0,1,3,114.28,0,342.84,0,342.84,238.15,0,51.43,580.99,529.56,,Late arrival,,,Crownstone Temple Row,Birmingham,West Midlands,Business,Owned,0.98,Booking.com,OTA,0.15,Superior King,112.37,United Kingdom,Silver,55-64,Yes,75,114.28
BKG002627,CS-2502-002627,2025-08-27,2025-09-12,2025-09-15,HTL002,GST00040,RT008,CH03,Advance Purchase,Cancelled,2,0,2,3,110.05,0.1,0,0,0,0,0,0,0,0,,,2025-09-03,Duplicate booking,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Booking.com,OTA,0.15,Standard Twin,100.55,United Kingdom,Bronze,25-34,Yes,16,0.0
BKG002628,CS-2405-002628,2023-11-15,2024-01-09,2024-01-12,HTL005,GST00156,RT026,CH03,Weekend Break,Checked Out,1,0,1,3,82.61,0,247.83,0,247.83,46.5,0,37.17,294.33,257.16,,Near lift,,,Crownstone Harbour House,Liverpool,North West,Leisure,Owned,0.96,Booking.com,OTA,0.15,Standard Twin,93.97,United Kingdom,Bronze,65+,Yes,55,82.61
BKG002629,CS-2406-002629,2024-11-15,2024-12-22,2024-12-28,HTL006,GST00461,RT031,CH04,Corporate,Checked Out,1,0,1,6,99.39,0.15,596.34,89.45,506.89,93,0,86.17,599.89,513.72,Merefield Healthcare,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Expedia,OTA,0.17,Standard Double,97.71,United Kingdom,Silver,35-44,No,37,84.48
BKG002630,CS-2401-002630,2024-09-28,2024-10-19,2024-10-21,HTL001,GST00415,RT003,CH03,Weekend Break,Checked Out,1,0,1,2,175.22,0,350.44,0,350.44,31,0,52.57,381.44,328.87,,,,,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Booking.com,OTA,0.15,Superior King,158.01,Netherlands,Bronze,25-34,Yes,21,175.22
BKG002631,CS-2402-002631,2024-05-02,2024-05-30,2024-06-01,HTL002,GST01715,RT010,CH01,Flexible,Checked Out,1,1,1,2,163.02,0,326.04,0,326.04,0,0,0,326.04,326.04,,,,,Crownstone Piccadilly Exchange,Manchester,North West,Business,Leased,1.06,Direct Website,Direct,0,Family Room,146.88,United Kingdom,Gold,18-24,No,28,163.02
BKG002632,CS-2601-002632,2026-07-18,2026-07-27,2026-08-03,HTL001,GST01544,RT006,CH01,Weekend Break,Cancelled,1,0,1,7,320.49,0,0,0,0,0,320.49,0,320.49,320.49,,Twin beds requested,2026-07-27,Travel disruption,Crownstone Regent Quay,London,London,City Centre,Owned,1.34,Direct Website,Direct,0,Junior Suite,254.97,France,Bronze,55-64,Yes,9,0.0
BKG002633,CS-2506-002633,2025-05-10,2025-05-20,2025-05-22,HTL006,GST00614,RT032,CH05,Corporate,Checked Out,1,0,1,2,101.32,0.1,202.64,20.26,182.38,32,0,9.12,214.38,205.26,Asteron Consulting,,,,Crownstone Clifton Crescent,Bristol,South West,Boutique,Leased,1.04,Corporate Portal,Corporate,0.05,Standard Twin,101.45,Canada,Bronze,45-54,Yes,10,91.19
