CostRecordID,HotelID,MonthStart,CostCategory,BudgetGBP,ActualGBP,VarianceGBP
CST000688,HTL005,2025-01-01,Maintenance & Repairs,3770.61,3706.4,-64.21
CST000689,HTL005,2025-01-01,Food & Beverage Supplies,7906.6,8102.57,195.96
CST000690,HTL005,2025-01-01,Marketing,3007.23,3117.29,110.06
CST000691,HTL005,2025-01-01,Property & Insurance,8658.61,7966.4,-692.21
CST000692,HTL005,2025-01-01,Technology & Systems,2136.4,2389.92,253.52
CST000693,HTL005,2025-01-01,Other Operating Costs,5320.24,5327.96,7.72
CST000694,HTL006,2025-01-01,Payroll & Agency Staff,24993.43,27518.77,2525.34
CST000695,HTL006,2025-01-01,Utilities,4810.17,5149.96,339.79
CST000696,HTL006,2025-01-01,Housekeeping Supplies,3222.74,3473.54,250.8
CST000697,HTL006,2025-01-01,Maintenance & Repairs,4007.54,3796.17,-211.36
CST000698,HTL006,2025-01-01,Food & Beverage Supplies,7675.22,7911.86,236.64
CST000699,HTL006,2025-01-01,Marketing,2854.99,3030.81,175.82
CST000700,HTL006,2025-01-01,Property & Insurance,8577.97,8823.99,246.02
CST000701,HTL006,2025-01-01,Technology & Systems,2056.05,2214.73,158.68
CST000702,HTL006,2025-01-01,Other Operating Costs,5318.94,5510.05,191.11
CST000703,HTL001,2025-02-01,Payroll & Agency Staff,53161.49,52599.29,-562.2
CST000704,HTL001,2025-02-01,Utilities,11044.62,12852.1,1807.47
CST000705,HTL001,2025-02-01,Housekeeping Supplies,7257.99,7129.81,-128.18
CST000706,HTL001,2025-02-01,Maintenance & Repairs,8502.14,13887.71,5385.57
CST000707,HTL001,2025-02-01,Food & Beverage Supplies,16563.53,17342.26,778.73
CST000708,HTL001,2025-02-01,Marketing,6623.26,6118.41,-504.85
CST000709,HTL001,2025-02-01,Property & Insurance,19668.9,18486.2,-1182.7
CST000710,HTL001,2025-02-01,Technology & Systems,4659.41,5142.09,482.67
CST000711,HTL001,2025-02-01,Other Operating Costs,11929.63,12575.43,645.81
CST000712,HTL002,2025-02-01,Payroll & Agency Staff,35658.29,37115.38,1457.09
CST000713,HTL002,2025-02-01,Utilities,7046.74,8306.35,1259.61
CST000714,HTL002,2025-02-01,Housekeeping Supplies,4464.57,4112.91,-351.66
CST000715,HTL002,2025-02-01,Maintenance & Repairs,5687.02,6281.55,594.53
CST000716,HTL002,2025-02-01,Food & Beverage Supplies,10991.66,11485.59,493.93
CST000717,HTL002,2025-02-01,Marketing,4182.15,3943.48,-238.67
CST000718,HTL002,2025-02-01,Property & Insurance,12269.77,11545.61,-724.16
CST000719,HTL002,2025-02-01,Technology & Systems,2857.83,2879.07,21.24
CST000720,HTL002,2025-02-01,Other Operating Costs,7953.76,8250.85,297.09
CST000721,HTL003,2025-02-01,Payroll & Agency Staff,29912.52,28730.76,-1181.76
CST000722,HTL003,2025-02-01,Utilities,5728.23,7055.2,1326.97
CST000723,HTL003,2025-02-01,Housekeeping Supplies,4027.65,4031.08,3.43
CST000724,HTL003,2025-02-01,Maintenance & Repairs,4810.66,5247.32,436.66
CST000725,HTL003,2025-02-01,Food & Beverage Supplies,9142.2,8963.5,-178.7
CST000726,HTL003,2025-02-01,Marketing,3475.59,3600.69,125.1
CST000727,HTL003,2025-02-01,Property & Insurance,10407.39,10052.2,-355.19
CST000728,HTL003,2025-02-01,Technology & Systems,2599.95,2469.6,-130.35
CST000729,HTL003,2025-02-01,Other Operating Costs,6577.99,6222.73,-355.26
CST000730,HTL004,2025-02-01,Payroll & Agency Staff,34430.7,33696.9,-733.8
CST000731,HTL004,2025-02-01,Utilities,6788.39,8531.1,1742.7
CST000732,HTL004,2025-02-01,Housekeeping Supplies,4288.18,3907.05,-381.13
CST000733,HTL004,2025-02-01,Maintenance & Repairs,5423.36,7638.79,2215.43
CST000734,HTL004,2025-02-01,Food & Beverage Supplies,11026.61,12153.75,1127.14
CST000735,HTL004,2025-02-01,Marketing,3862.14,3554.14,-307.99
CST000736,HTL004,2025-02-01,Property & Insurance,12002.86,11401.25,-601.61
CST000737,HTL004,2025-02-01,Technology & Systems,2791.57,3103.43,311.86
CST000738,HTL004,2025-02-01,Other Operating Costs,7599.9,7592.83,-7.07
CST000739,HTL005,2025-02-01,Payroll & Agency Staff,24521.26,24370.14,-151.12
CST000740,HTL005,2025-02-01,Utilities,5128.09,5337.51,209.42
CST000741,HTL005,2025-02-01,Housekeeping Supplies,3247.5,3594.88,347.38
CST000742,HTL005,2025-02-01,Maintenance & Repairs,3966.12,4247,280.89
CST000743,HTL005,2025-02-01,Food & Beverage Supplies,8246.13,8779.31,533.18
CST000744,HTL005,2025-02-01,Marketing,3094.11,3389.93,295.82
CST000745,HTL005,2025-02-01,Property & Insurance,8900.49,9041.09,140.6
CST000746,HTL005,2025-02-01,Technology & Systems,2075.41,2095.9,20.49
CST000747,HTL005,2025-02-01,Other Operating Costs,5387.11,5148.9,-238.2
CST000748,HTL006,2025-02-01,Payroll & Agency Staff,25690.51,28295.11,2604.59
CST000749,HTL006,2025-02-01,Utilities,5095.96,6137.08,1041.12
CST000750,HTL006,2025-02-01,Housekeeping Supplies,3346.48,3112.59,-233.89
CST000751,HTL006,2025-02-01,Maintenance & Repairs,4145.57,3996.71,-148.86
CST000752,HTL006,2025-02-01,Food & Beverage Supplies,8042.5,7620.42,-422.08
CST000753,HTL006,2025-02-01,Marketing,3189.94,2957.47,-232.47
CST000754,HTL006,2025-02-01,Property & Insurance,9335.99,10220.56,884.57
CST000755,HTL006,2025-02-01,Technology & Systems,2118.13,2026.06,-92.07
CST000756,HTL006,2025-02-01,Other Operating Costs,5882.19,5467.62,-414.57
CST000757,HTL001,2025-03-01,Payroll & Agency Staff,56196.72,61020.14,4823.43
CST000758,HTL001,2025-03-01,Utilities,11426.11,10846.84,-579.27
CST000759,HTL001,2025-03-01,Housekeeping Supplies,7721.11,8513.61,792.5
CST000760,HTL001,2025-03-01,Maintenance & Repairs,9040.96,8384.25,-656.71
CST000761,HTL001,2025-03-01,Food & Beverage Supplies,18016.4,17802.42,-213.98
CST000762,HTL001,2025-03-01,Marketing,6996.05,8671.24,1675.19
CST000763,HTL001,2025-03-01,Property & Insurance,21244.73,19365.42,-1879.31
CST000764,HTL001,2025-03-01,Technology & Systems,4735.42,5188.91,453.5
CST000765,HTL001,2025-03-01,Other Operating Costs,12679.64,13824.32,1144.68
CST000766,HTL002,2025-03-01,Payroll & Agency Staff,37650.54,39901.48,2250.93
CST000767,HTL002,2025-03-01,Utilities,7757.51,7190.5,-567.01
CST000768,HTL002,2025-03-01,Housekeeping Supplies,4882.99,4793.91,-89.09
CST000769,HTL002,2025-03-01,Maintenance & Repairs,6175.99,6045.32,-130.68
CST000770,HTL002,2025-03-01,Food & Beverage Supplies,11987.09,13355.97,1368.87
CST000771,HTL002,2025-03-01,Marketing,4413.42,4923.37,509.94
CST000772,HTL002,2025-03-01,Property & Insurance,13918.84,14876.91,958.07
CST000773,HTL002,2025-03-01,Technology & Systems,3332.57,3454.68,122.1
CST000774,HTL002,2025-03-01,Other Operating Costs,8157.18,8016.93,-140.24
CST000775,HTL003,2025-03-01,Payroll & Agency Staff,33234.44,34562.15,1327.71
CST000776,HTL003,2025-03-01,Utilities,6352.14,6620.22,268.08
CST000777,HTL003,2025-03-01,Housekeeping Supplies,4353.39,4747.07,393.68
CST000778,HTL003,2025-03-01,Maintenance & Repairs,5267.21,5853.8,586.58
CST000779,HTL003,2025-03-01,Food & Beverage Supplies,10377.21,10655.22,278.01
CST000780,HTL003,2025-03-01,Marketing,3790.81,4891.7,1100.89
CST000781,HTL003,2025-03-01,Property & Insurance,11533.84,12084.99,551.15
CST000782,HTL003,2025-03-01,Technology & Systems,2764.37,2914.87,150.5
CST000783,HTL003,2025-03-01,Other Operating Costs,7287.15,7734.04,446.89
CST000784,HTL004,2025-03-01,Payroll & Agency Staff,36849.9,37486.26,636.36
CST000785,HTL004,2025-03-01,Utilities,7094.99,6773.74,-321.25
CST000786,HTL004,2025-03-01,Housekeeping Supplies,4719.32,5282.64,563.32
CST000787,HTL004,2025-03-01,Maintenance & Repairs,5622.57,7843.95,2221.38
CST000788,HTL004,2025-03-01,Food & Beverage Supplies,11794.65,10910.17,-884.48
CST000789,HTL004,2025-03-01,Marketing,4389.8,5711.7,1321.9
CST000790,HTL004,2025-03-01,Property & Insurance,13026.42,12638.97,-387.44
CST000791,HTL004,2025-03-01,Technology & Systems,3139.96,3030.72,-109.24
CST000792,HTL004,2025-03-01,Other Operating Costs,7722.98,7501.12,-221.86
CST000793,HTL005,2025-03-01,Payroll & Agency Staff,28230.5,27868.43,-362.07
CST000794,HTL005,2025-03-01,Utilities,5447.87,5114.43,-333.43
CST000795,HTL005,2025-03-01,Housekeeping Supplies,3737.94,3569.82,-168.12
CST000796,HTL005,2025-03-01,Maintenance & Repairs,4455.47,4168.9,-286.57
CST000797,HTL005,2025-03-01,Food & Beverage Supplies,8646.63,9037.1,390.48
CST000798,HTL005,2025-03-01,Marketing,3262.26,3628.82,366.57
CST000799,HTL005,2025-03-01,Property & Insurance,9963.77,10033.79,70.02
CST000800,HTL005,2025-03-01,Technology & Systems,2241.82,2501.05,259.24
CST000801,HTL005,2025-03-01,Other Operating Costs,6014.43,6082.32,67.89
CST000802,HTL006,2025-03-01,Payroll & Agency Staff,28828.21,27016.89,-1811.32
CST000803,HTL006,2025-03-01,Utilities,5677.18,5677.82,0.64
CST000804,HTL006,2025-03-01,Housekeeping Supplies,3622.76,3334.01,-288.75
CST000805,HTL006,2025-03-01,Maintenance & Repairs,4357.59,3978.12,-379.47
CST000806,HTL006,2025-03-01,Food & Beverage Supplies,8744.52,8547.29,-197.23
CST000807,HTL006,2025-03-01,Marketing,3364.75,3894.93,530.19
CST000808,HTL006,2025-03-01,Property & Insurance,10243.14,10839.25,596.11
CST000809,HTL006,2025-03-01,Technology & Systems,2299.68,2295.55,-4.13
CST000810,HTL006,2025-03-01,Other Operating Costs,6006.99,6554.25,547.26
CST000811,HTL001,2025-04-01,Payroll & Agency Staff,61591.65,56258.99,-5332.66
CST000812,HTL001,2025-04-01,Utilities,12255.03,11955.23,-299.8
CST000813,HTL001,2025-04-01,Housekeeping Supplies,8518.9,8600.78,81.88
CST000814,HTL001,2025-04-01,Maintenance & Repairs,9851.41,11003.09,1151.68
CST000815,HTL001,2025-04-01,Food & Beverage Supplies,20100.53,22160.02,2059.49
CST000816,HTL001,2025-04-01,Marketing,7669.01,8897.11,1228.1
CST000817,HTL001,2025-04-01,Property & Insurance,22991.73,21782.43,-1209.31
CST000818,HTL001,2025-04-01,Technology & Systems,5382.9,5752.74,369.84
CST000819,HTL001,2025-04-01,Other Operating Costs,13536.26,14075.89,539.63
CST000820,HTL002,2025-04-01,Payroll & Agency Staff,39936.44,38413.56,-1522.87
CST000821,HTL002,2025-04-01,Utilities,7884.85,7463.32,-421.53
CST000822,HTL002,2025-04-01,Housekeeping Supplies,5285.51,5904.06,618.55
CST000823,HTL002,2025-04-01,Maintenance & Repairs,6489.91,6670,180.1
CST000824,HTL002,2025-04-01,Food & Beverage Supplies,13025.66,12448.31,-577.35
CST000825,HTL002,2025-04-01,Marketing,4914.14,5946.54,1032.39
CST000826,HTL002,2025-04-01,Property & Insurance,14683.05,13730.34,-952.71
CST000827,HTL002,2025-04-01,Technology & Systems,3368.59,3772.19,403.6
CST000828,HTL002,2025-04-01,Other Operating Costs,9125.49,9397.97,272.49
CST000829,HTL003,2025-04-01,Payroll & Agency Staff,36010.83,38142.84,2132.01
CST000830,HTL003,2025-04-01,Utilities,6786.79,6747.51,-39.27
CST000831,HTL003,2025-04-01,Housekeeping Supplies,4475.56,4537.22,61.66
CST000832,HTL003,2025-04-01,Maintenance & Repairs,5647.07,5530.86,-116.22
CST000833,HTL003,2025-04-01,Food & Beverage Supplies,10822.63,11989.17,1166.54
CST000834,HTL003,2025-04-01,Marketing,4045.17,4397.57,352.4
CST000835,HTL003,2025-04-01,Property & Insurance,11936.71,11458.46,-478.25
CST000836,HTL003,2025-04-01,Technology & Systems,2974.67,2990.54,15.86
CST000837,HTL003,2025-04-01,Other Operating Costs,7454.79,7336.73,-118.06
CST000838,HTL004,2025-04-01,Payroll & Agency Staff,38460.48,42529.52,4069.04
CST000839,HTL004,2025-04-01,Utilities,7631.32,8309.86,678.54
CST000840,HTL004,2025-04-01,Housekeeping Supplies,5186.69,5780.27,593.58
CST000841,HTL004,2025-04-01,Maintenance & Repairs,6118.27,5643.55,-474.72
CST000842,HTL004,2025-04-01,Food & Beverage Supplies,12670.76,11939.9,-730.86
CST000843,HTL004,2025-04-01,Marketing,4477.45,5559.71,1082.25
CST000844,HTL004,2025-04-01,Property & Insurance,14127.88,15742.47,1614.59
CST000845,HTL004,2025-04-01,Technology & Systems,3235.34,3276.73,41.4
CST000846,HTL004,2025-04-01,Other Operating Costs,8293.45,8742.19,448.74
CST000847,HTL005,2025-04-01,Payroll & Agency Staff,29956.8,29105.6,-851.2
CST000848,HTL005,2025-04-01,Utilities,5948.32,6489.19,540.86
CST000849,HTL005,2025-04-01,Housekeeping Supplies,3836.81,4271.16,434.35
CST000850,HTL005,2025-04-01,Maintenance & Repairs,4688.08,4748.86,60.78
CST000851,HTL005,2025-04-01,Food & Beverage Supplies,9405.48,10107.92,702.44
CST000852,HTL005,2025-04-01,Marketing,3588.22,4353.13,764.91
CST000853,HTL005,2025-04-01,Property & Insurance,10090.04,10718.53,628.49
CST000854,HTL005,2025-04-01,Technology & Systems,2539.69,2376.27,-163.42
CST000855,HTL005,2025-04-01,Other Operating Costs,6221.6,6756.93,535.32
CST000856,HTL006,2025-04-01,Payroll & Agency Staff,30566.48,30325.68,-240.8
CST000857,HTL006,2025-04-01,Utilities,5797.16,6281.14,483.98
CST000858,HTL006,2025-04-01,Housekeeping Supplies,3861.29,3522.58,-338.71
CST000859,HTL006,2025-04-01,Maintenance & Repairs,4943.43,4732.8,-210.62
CST000860,HTL006,2025-04-01,Food & Beverage Supplies,9348.77,8551.46,-797.31
CST000861,HTL006,2025-04-01,Marketing,3671.29,4314.13,642.85
CST000862,HTL006,2025-04-01,Property & Insurance,10456.73,10610.59,153.86
CST000863,HTL006,2025-04-01,Technology & Systems,2441.52,2707.57,266.05
CST000864,HTL006,2025-04-01,Other Operating Costs,6477.81,6633.91,156.1
CST000865,HTL001,2025-05-01,Payroll & Agency Staff,68885.24,64909.01,-3976.23
CST000866,HTL001,2025-05-01,Utilities,13213.08,12881.86,-331.22
CST000867,HTL001,2025-05-01,Housekeeping Supplies,8734.55,9127.55,393
CST000868,HTL001,2025-05-01,Maintenance & Repairs,10263.29,9545.79,-717.51
CST000869,HTL001,2025-05-01,Food & Beverage Supplies,21677.96,23304.14,1626.19
CST000870,HTL001,2025-05-01,Marketing,8017.73,8589.37,571.63
CST000871,HTL001,2025-05-01,Property & Insurance,22775.79,22054.33,-721.45
CST000872,HTL001,2025-05-01,Technology & Systems,5612.21,6077.3,465.08
CST000873,HTL001,2025-05-01,Other Operating Costs,14100.73,13331.85,-768.88
CST000874,HTL002,2025-05-01,Payroll & Agency Staff,42859.78,43327.18,467.39
CST000875,HTL002,2025-05-01,Utilities,8652.68,9143.08,490.4
CST000876,HTL002,2025-05-01,Housekeeping Supplies,5710.35,5256,-454.35
CST000877,HTL002,2025-05-01,Maintenance & Repairs,6799.18,7210.36,411.18
CST000878,HTL002,2025-05-01,Food & Beverage Supplies,14187.62,14567.36,379.75
CST000879,HTL002,2025-05-01,Marketing,5031.39,5315.58,284.19
CST000880,HTL002,2025-05-01,Property & Insurance,14820.55,14771.16,-49.39
CST000881,HTL002,2025-05-01,Technology & Systems,3618.62,3768.54,149.92
CST000882,HTL002,2025-05-01,Other Operating Costs,9764.45,10907.99,1143.55
CST000883,HTL003,2025-05-01,Payroll & Agency Staff,36285.88,38865.89,2580
CST000884,HTL003,2025-05-01,Utilities,7283.86,7953.86,670
CST000885,HTL003,2025-05-01,Housekeeping Supplies,4860.5,5290.15,429.65
CST000886,HTL003,2025-05-01,Maintenance & Repairs,5675.56,6308.3,632.74
CST000887,HTL003,2025-05-01,Food & Beverage Supplies,11689.87,11560.46,-129.4
CST000888,HTL003,2025-05-01,Marketing,4403.37,4606.08,202.71
CST000889,HTL003,2025-05-01,Property & Insurance,13315.92,12859.19,-456.73
CST000890,HTL003,2025-05-01,Technology & Systems,3197,3097.56,-99.44
CST000891,HTL003,2025-05-01,Other Operating Costs,7870.15,8179.8,309.65
CST000892,HTL004,2025-05-01,Payroll & Agency Staff,42242.63,39930.34,-2312.29
CST000893,HTL004,2025-05-01,Utilities,8115.66,8260.2,144.54
CST000894,HTL004,2025-05-01,Housekeeping Supplies,5569.89,6108.15,538.26
CST000895,HTL004,2025-05-01,Maintenance & Repairs,6504.02,6807.6,303.58
CST000896,HTL004,2025-05-01,Food & Beverage Supplies,12931.52,12943.86,12.34
CST000897,HTL004,2025-05-01,Marketing,4827.96,4634.54,-193.43
CST000898,HTL004,2025-05-01,Property & Insurance,14357.44,14842.71,485.27
CST000899,HTL004,2025-05-01,Technology & Systems,3595.84,3530.44,-65.4
CST000900,HTL004,2025-05-01,Other Operating Costs,8816.85,9107.75,290.89
CST000901,HTL005,2025-05-01,Payroll & Agency Staff,30032.25,28544.15,-1488.1
CST000902,HTL005,2025-05-01,Utilities,6061.69,5672.61,-389.08
CST000903,HTL005,2025-05-01,Housekeeping Supplies,4017.14,4461.03,443.89
CST000904,HTL005,2025-05-01,Maintenance & Repairs,4937.87,4501.71,-436.16
CST000905,HTL005,2025-05-01,Food & Beverage Supplies,9830.37,9108.5,-721.87
CST000906,HTL005,2025-05-01,Marketing,3559.17,3325.9,-233.27
CST000907,HTL005,2025-05-01,Property & Insurance,11356.65,10670.49,-686.16
CST000908,HTL005,2025-05-01,Technology & Systems,2649.33,2473.91,-175.42
CST000909,HTL005,2025-05-01,Other Operating Costs,6783.95,7284.2,500.25
CST000910,HTL006,2025-05-01,Payroll & Agency Staff,33016.42,30864.55,-2151.87
CST000911,HTL006,2025-05-01,Utilities,6229.9,6287.04,57.13
CST000912,HTL006,2025-05-01,Housekeeping Supplies,4360.06,4227.38,-132.68
CST000913,HTL006,2025-05-01,Maintenance & Repairs,5202.1,5187.65,-14.45
CST000914,HTL006,2025-05-01,Food & Beverage Supplies,9718.26,9627.82,-90.44
CST000915,HTL006,2025-05-01,Marketing,3929.18,3882.79,-46.39
CST000916,HTL006,2025-05-01,Property & Insurance,11085.04,10298.29,-786.75
CST000917,HTL006,2025-05-01,Technology & Systems,2646.79,2442.72,-204.07
CST000918,HTL006,2025-05-01,Other Operating Costs,6751.04,7491.8,740.77
CST000919,HTL001,2025-06-01,Payroll & Agency Staff,69301.85,71885.54,2583.69
CST000920,HTL001,2025-06-01,Utilities,13901.7,13785.26,-116.44
CST000921,HTL001,2025-06-01,Housekeeping Supplies,8986.52,8227.38,-759.14
CST000922,HTL001,2025-06-01,Maintenance & Repairs,11339.1,18267.35,6928.25
CST000923,HTL001,2025-06-01,Food & Beverage Supplies,22112.31,24128.03,2015.72
CST000924,HTL001,2025-06-01,Marketing,8171.11,8692.13,521.02
CST000925,HTL001,2025-06-01,Property & Insurance,24040.54,24829.12,788.58
CST000926,HTL001,2025-06-01,Technology & Systems,5736.24,5254.05,-482.19
CST000927,HTL001,2025-06-01,Other Operating Costs,15117.42,15275.39,157.96
CST000928,HTL002,2025-06-01,Payroll & Agency Staff,43770.42,43507.35,-263.07
CST000929,HTL002,2025-06-01,Utilities,9194.7,8640.45,-554.25
CST000930,HTL002,2025-06-01,Housekeeping Supplies,6054.72,6557.63,502.91
CST000931,HTL002,2025-06-01,Maintenance & Repairs,7018.59,7700.84,682.24
CST000932,HTL002,2025-06-01,Food & Beverage Supplies,14497.98,15027.31,529.33
CST000933,HTL002,2025-06-01,Marketing,5530.29,5210.78,-319.51
CST000934,HTL002,2025-06-01,Property & Insurance,15824.33,14998.11,-826.22
CST000935,HTL002,2025-06-01,Technology & Systems,3692.54,3765.55,73.01
CST000936,HTL002,2025-06-01,Other Operating Costs,9759.44,10721.57,962.14
CST000937,HTL003,2025-06-01,Payroll & Agency Staff,37431.75,37471.65,39.91
CST000938,HTL003,2025-06-01,Utilities,7603.8,7030.04,-573.76
CST000939,HTL003,2025-06-01,Housekeeping Supplies,4943.39,5228.59,285.2
CST000940,HTL003,2025-06-01,Maintenance & Repairs,6013.05,6097.65,84.6
CST000941,HTL003,2025-06-01,Food & Beverage Supplies,11844.78,12607.37,762.58
CST000942,HTL003,2025-06-01,Marketing,4668.13,4438.92,-229.22
CST000943,HTL003,2025-06-01,Property & Insurance,13713.07,13205.7,-507.38
CST000944,HTL003,2025-06-01,Technology & Systems,3124.04,3358.73,234.69
CST000945,HTL003,2025-06-01,Other Operating Costs,8530.83,9339.71,808.88
CST000946,HTL004,2025-06-01,Payroll & Agency Staff,43729.68,48718.09,4988.4
CST000947,HTL004,2025-06-01,Utilities,8279.23,9172.44,893.21
CST000948,HTL004,2025-06-01,Housekeeping Supplies,5500.35,5188.04,-312.31
CST000949,HTL004,2025-06-01,Maintenance & Repairs,6972.43,7487.44,515.01
CST000950,HTL004,2025-06-01,Food & Beverage Supplies,13579.22,13941.15,361.93
CST000951,HTL004,2025-06-01,Marketing,5355.44,4957.94,-397.5
CST000952,HTL004,2025-06-01,Property & Insurance,16005.94,15142.99,-862.95
CST000953,HTL004,2025-06-01,Technology & Systems,3670.19,4021.68,351.5
CST000954,HTL004,2025-06-01,Other Operating Costs,9452.65,9425.84,-26.8
CST000955,HTL005,2025-06-01,Payroll & Agency Staff,32228.23,34202.79,1974.55
CST000956,HTL005,2025-06-01,Utilities,6404.24,7030.69,626.45
CST000957,HTL005,2025-06-01,Housekeeping Supplies,4308.88,4684.84,375.96
CST000958,HTL005,2025-06-01,Maintenance & Repairs,5171.77,5177.55,5.78
CST000959,HTL005,2025-06-01,Food & Beverage Supplies,9987.71,10674.94,687.23
CST000960,HTL005,2025-06-01,Marketing,3871.55,4153.59,282.03
CST000961,HTL005,2025-06-01,Property & Insurance,11844.49,12141.38,296.89
CST000962,HTL005,2025-06-01,Technology & Systems,2825.44,2685.21,-140.23
CST000963,HTL005,2025-06-01,Other Operating Costs,7302.61,8108.88,806.27
CST000964,HTL006,2025-06-01,Payroll & Agency Staff,32568.35,29852.03,-2716.32
CST000965,HTL006,2025-06-01,Utilities,6813.04,7216.01,402.97
CST000966,HTL006,2025-06-01,Housekeeping Supplies,4299.22,4543.77,244.55
CST000967,HTL006,2025-06-01,Maintenance & Repairs,5357.79,4984.92,-372.87
CST000968,HTL006,2025-06-01,Food & Beverage Supplies,10193.75,10716.79,523.03
CST000969,HTL006,2025-06-01,Marketing,4081.28,4092.13,10.84
CST000970,HTL006,2025-06-01,Property & Insurance,11854.93,13065.6,1210.67
CST000971,HTL006,2025-06-01,Technology & Systems,2806.28,2791.3,-14.99
CST000972,HTL006,2025-06-01,Other Operating Costs,7427.29,6949.34,-477.95
CST000973,HTL001,2025-07-01,Payroll & Agency Staff,72802.63,80326.36,7523.74
CST000974,HTL001,2025-07-01,Utilities,14566.51,14121.02,-445.48
CST000975,HTL001,2025-07-01,Housekeeping Supplies,9369.76,9162.51,-207.25
CST000976,HTL001,2025-07-01,Maintenance & Repairs,11294.68,10721.03,-573.65
CST000977,HTL001,2025-07-01,Food & Beverage Supplies,22853.97,22012.95,-841.02
CST000978,HTL001,2025-07-01,Marketing,8857.07,8345.77,-511.3
CST000979,HTL001,2025-07-01,Property & Insurance,25638.55,25888.31,249.76
CST000980,HTL001,2025-07-01,Technology & Systems,5996.53,6411.56,415.03
CST000981,HTL001,2025-07-01,Other Operating Costs,16448.11,18108.61,1660.49
CST000982,HTL002,2025-07-01,Payroll & Agency Staff,46146.53,43992.19,-2154.34
CST000983,HTL002,2025-07-01,Utilities,9557.89,8776.51,-781.39
CST000984,HTL002,2025-07-01,Housekeeping Supplies,6160.72,6138.99,-21.73
CST000985,HTL002,2025-07-01,Maintenance & Repairs,7749.27,8102.92,353.65
CST000986,HTL002,2025-07-01,Food & Beverage Supplies,15710.96,15186.44,-524.52
CST000987,HTL002,2025-07-01,Marketing,5624.2,5965.99,341.79
CST000988,HTL002,2025-07-01,Property & Insurance,16485.99,16255.95,-230.05
CST000989,HTL002,2025-07-01,Technology & Systems,4052.14,4132.95,80.81
CST000990,HTL002,2025-07-01,Other Operating Costs,10069.49,9948.39,-121.11
CST000991,HTL003,2025-07-01,Payroll & Agency Staff,39878.9,43103.66,3224.76
CST000992,HTL003,2025-07-01,Utilities,7956.97,8840.12,883.15
CST000993,HTL003,2025-07-01,Housekeeping Supplies,5192.38,5499.05,306.67
CST000994,HTL003,2025-07-01,Maintenance & Repairs,6545.23,6602.87,57.64
CST000995,HTL003,2025-07-01,Food & Beverage Supplies,12749.96,13557.41,807.45
CST000996,HTL003,2025-07-01,Marketing,4768.79,4478.86,-289.93
CST000997,HTL003,2025-07-01,Property & Insurance,14623.74,14360.28,-263.47
CST000998,HTL003,2025-07-01,Technology & Systems,3423.99,3349.61,-74.38
CST000999,HTL003,2025-07-01,Other Operating Costs,8532.96,9084.06,551.1
CST001000,HTL004,2025-07-01,Payroll & Agency Staff,44671.32,49613.05,4941.73
CST001001,HTL004,2025-07-01,Utilities,8853.51,8228.92,-624.59
CST001002,HTL004,2025-07-01,Housekeeping Supplies,6208.2,6730.33,522.13
CST001003,HTL004,2025-07-01,Maintenance & Repairs,7467.32,10566.46,3099.14
CST001004,HTL004,2025-07-01,Food & Beverage Supplies,14167.23,13853.87,-313.36
CST001005,HTL004,2025-07-01,Marketing,5353.07,5256.73,-96.34
CST001006,HTL004,2025-07-01,Property & Insurance,15721.65,15170.34,-551.31
CST001007,HTL004,2025-07-01,Technology & Systems,3825.89,3788.95,-36.95
CST001008,HTL004,2025-07-01,Other Operating Costs,9757.82,10187.86,430.04
CST001009,HTL005,2025-07-01,Payroll & Agency Staff,34954.62,34426.93,-527.69
CST001010,HTL005,2025-07-01,Utilities,6834.39,6919.27,84.88
CST001011,HTL005,2025-07-01,Housekeeping Supplies,4538.85,4860.35,321.5
CST001012,HTL005,2025-07-01,Maintenance & Repairs,5239.1,5573.12,334.01
CST001013,HTL005,2025-07-01,Food & Beverage Supplies,11189.46,11811.77,622.31
CST001014,HTL005,2025-07-01,Marketing,4185.06,4033.55,-151.51
CST001015,HTL005,2025-07-01,Property & Insurance,12389.19,12821.45,432.26
CST001016,HTL005,2025-07-01,Technology & Systems,2949.25,2754.81,-194.45
CST001017,HTL005,2025-07-01,Other Operating Costs,7532.15,7573.78,41.63
CST001018,HTL006,2025-07-01,Payroll & Agency Staff,36329.25,34913.91,-1415.33
CST001019,HTL006,2025-07-01,Utilities,7080.79,7229.97,149.18
CST001020,HTL006,2025-07-01,Housekeeping Supplies,4579.59,4555.13,-24.46
CST001021,HTL006,2025-07-01,Maintenance & Repairs,5583.69,5778.36,194.68
CST001022,HTL006,2025-07-01,Food & Beverage Supplies,11371.63,11091.12,-280.51
CST001023,HTL006,2025-07-01,Marketing,4020.61,3701.26,-319.35
CST001024,HTL006,2025-07-01,Property & Insurance,12799.24,14047.66,1248.42
CST001025,HTL006,2025-07-01,Technology & Systems,2861.69,2949.02,87.34
CST001026,HTL006,2025-07-01,Other Operating Costs,7743.16,8016.99,273.83
CST001027,HTL001,2025-08-01,Payroll & Agency Staff,76503.57,71446.48,-5057.09
CST001028,HTL001,2025-08-01,Utilities,14383.54,14489.48,105.94
CST001029,HTL001,2025-08-01,Housekeeping Supplies,9879.22,9697.21,-182.01
CST001030,HTL001,2025-08-01,Maintenance & Repairs,12158.8,12621.38,462.58
