PaymentID,BookingID,PaymentDate,PaymentMethod,AmountGBP,PaymentStatus,ProcessingFeeGBP,Currency,PaymentSource
PAY0002916,BKG002918,2024-07-19,Mastercard,159.99,Captured,1.92,GBP,Payment Gateway
PAY0002917,BKG002919,2025-12-10,Google Pay,143.69,Captured,2.01,GBP,Payment Gateway
PAY0002918,BKG002919,2025-12-23,Cash,431.08,Captured,0,GBP,Front Desk/PMS
PAY0002919,BKG002920,2026-05-14,Mastercard,153.72,Captured,2.15,GBP,Payment Gateway
PAY0002920,BKG002921,2026-01-14,Mastercard,547.29,Captured,7.66,GBP,Payment Gateway
PAY0002921,BKG002923,2024-02-27,American Express,328.72,Captured,5.92,GBP,Payment Gateway
PAY0002922,BKG002924,2024-11-30,Visa,1241.04,Captured,14.89,GBP,Payment Gateway
PAY0002923,BKG002925,2025-12-19,Mastercard,425.52,Captured,7.66,GBP,Payment Gateway
PAY0002924,BKG002926,2024-05-19,Visa,217.02,Captured,3.91,GBP,Payment Gateway
PAY0002925,BKG002927,2025-01-09,Google Pay,916.6,Captured,11,GBP,Payment Gateway
PAY0002926,BKG002928,2025-08-03,Google Pay,189.83,Captured,3.04,GBP,Payment Gateway
PAY0002927,BKG002928,2025-08-18,Visa,569.49,Captured,9.11,GBP,Payment Gateway
PAY0002928,BKG002929,2025-08-01,Bank Transfer,353.76,Captured,0,GBP,Payment Gateway
PAY0002929,BKG002930,2025-01-28,Mastercard,308.88,Captured,5.56,GBP,Payment Gateway
PAY0002930,BKG002931,2024-07-02,Visa,103.45,Captured,1.24,GBP,Payment Gateway
PAY0002931,BKG002931,2024-08-25,Mastercard,310.34,Captured,4.34,GBP,Payment Gateway
PAY0002932,BKG002932,2024-01-27,Mastercard,517.29,Captured,9.31,GBP,Payment Gateway
PAY0002933,BKG002933,2024-03-11,Apple Pay,366.27,Captured,5.13,GBP,Payment Gateway
PAY0002934,BKG002934,2025-05-25,Mastercard,813.45,Captured,14.64,GBP,Payment Gateway
PAY0002935,BKG002935,2026-04-13,American Express,1178.89,Captured,18.86,GBP,Payment Gateway
PAY0002936,BKG002938,2025-03-26,American Express,198.88,Captured,2.39,GBP,Payment Gateway
PAY0002937,BKG002940,2024-05-29,Mastercard,256.98,Captured,3.08,GBP,Payment Gateway
PAY0002938,BKG002941,2025-07-08,Bank Transfer,433.51,Captured,0,GBP,Payment Gateway
PAY0002939,BKG002942,2026-08-06,Bank Transfer,60.94,Captured,0,GBP,Payment Gateway
PAY0002940,BKG002943,2024-08-08,Mastercard,81.44,Captured,1.14,GBP,Payment Gateway
PAY0002941,BKG002943,2024-08-30,Visa,244.31,Captured,3.91,GBP,Payment Gateway
PAY0002942,BKG002944,2024-10-11,Visa,466.33,Captured,8.39,GBP,Payment Gateway
PAY0002943,BKG002945,2025-03-12,Google Pay,207.8,Captured,3.32,GBP,Payment Gateway
PAY0002944,BKG002946,2025-10-24,Apple Pay,449.58,Captured,6.29,GBP,Payment Gateway
PAY0002945,BKG002947,2026-08-29,Mastercard,449.16,Captured,7.19,GBP,Payment Gateway
PAY0002946,BKG002948,2026-04-11,Google Pay,305.44,Captured,3.67,GBP,Payment Gateway
PAY0002947,BKG002949,2026-03-15,Mastercard,102.1,Captured,1.43,GBP,Payment Gateway
PAY0002948,BKG002951,2024-08-21,American Express,448.16,Captured,8.07,GBP,Payment Gateway
PAY0002949,BKG002954,2024-02-20,Visa,158.36,Captured,1.9,GBP,Payment Gateway
PAY0002950,BKG002955,2024-06-29,Mastercard,174.53,Captured,2.09,GBP,Payment Gateway
PAY0002951,BKG002956,2024-02-18,Mastercard,49.54,Captured,0.89,GBP,Payment Gateway
PAY0002952,BKG002956,2024-03-09,Apple Pay,148.61,Captured,2.67,GBP,Payment Gateway
PAY0002953,BKG002957,2025-02-14,Apple Pay,286.2,Captured,5.15,GBP,Payment Gateway
PAY0002954,BKG002958,2025-09-13,Mastercard,1623.69,Captured,19.48,GBP,Payment Gateway
PAY0002955,BKG002959,2026-06-13,Apple Pay,289.67,Captured,3.48,GBP,Payment Gateway
PAY0002956,BKG002960,2024-03-19,Mastercard,92.09,Captured,1.11,GBP,Payment Gateway
PAY0002957,BKG002960,2024-04-23,Visa,276.26,Captured,4.97,GBP,Payment Gateway
PAY0002958,BKG002962,2026-08-11,Visa,143.57,Captured,1.72,GBP,Payment Gateway
PAY0002959,BKG002963,2024-12-21,Mastercard,487.17,Captured,8.77,GBP,Payment Gateway
PAY0002960,BKG002964,2025-11-05,Mastercard,49.44,Captured,0.59,GBP,Payment Gateway
PAY0002961,BKG002964,2025-11-05,Mastercard,148.32,Captured,2.08,GBP,Payment Gateway
PAY0002962,BKG002965,2024-05-25,American Express,2773.78,Captured,38.83,GBP,Payment Gateway
PAY0002963,BKG002966,2024-08-15,Cash,455.9,Captured,0,GBP,Front Desk/PMS
PAY0002964,BKG002967,2025-12-14,Mastercard,96.11,Captured,1.73,GBP,Payment Gateway
PAY0002965,BKG002968,2025-11-30,Bank Transfer,155.48,Captured,0,GBP,Payment Gateway
PAY0002966,BKG002969,2024-09-30,American Express,654.01,Captured,9.16,GBP,Payment Gateway
PAY0002967,BKG002970,2025-07-21,Visa,359.7,Captured,6.47,GBP,Payment Gateway
PAY0002968,BKG002972,2025-02-25,Cash,222.25,Captured,0,GBP,Front Desk/PMS
PAY0002969,BKG002973,2026-01-28,Visa,569.61,Captured,7.97,GBP,Payment Gateway
PAY0002970,BKG002974,2024-12-01,Visa,316.93,Captured,5.07,GBP,Payment Gateway
PAY0002971,BKG002975,2025-03-30,Apple Pay,77.8,Captured,1.24,GBP,Payment Gateway
PAY0002972,BKG002975,2025-04-01,Visa,233.39,Captured,3.27,GBP,Payment Gateway
PAY0002973,BKG002976,2024-05-16,Visa,155.25,Captured,2.17,GBP,Payment Gateway
PAY0002974,BKG002976,2024-05-24,Mastercard,465.75,Captured,6.52,GBP,Payment Gateway
PAY0002975,BKG002978,2026-07-23,Mastercard,176.23,Captured,2.47,GBP,Payment Gateway
PAY0002976,BKG002979,2025-08-09,American Express,112.45,Captured,1.8,GBP,Payment Gateway
PAY0002977,BKG002980,2026-04-22,Visa,962.8,Captured,15.4,GBP,Payment Gateway
PAY0002978,BKG002981,2025-02-23,Bank Transfer,816.55,Captured,0,GBP,Payment Gateway
PAY0002979,BKG002982,2025-04-29,Visa,313.44,Captured,5.02,GBP,Payment Gateway
PAY0002980,BKG002983,2024-09-08,Google Pay,269.88,Captured,4.86,GBP,Payment Gateway
PAY0002981,BKG002984,2024-03-11,Mastercard,103.61,Captured,1.24,GBP,Payment Gateway
PAY0002982,BKG002985,2024-10-25,Visa,621.54,Captured,7.46,GBP,Payment Gateway
PAY0002983,BKG002986,2026-04-01,Google Pay,151.17,Captured,1.81,GBP,Payment Gateway
PAY0002984,BKG002987,2026-05-29,Visa,582.92,Captured,8.16,GBP,Payment Gateway
PAY0002985,BKG002988,2026-03-13,Apple Pay,157.17,Captured,2.51,GBP,Payment Gateway
PAY0002986,BKG002989,2025-10-29,Visa,98.39,Captured,1.77,GBP,Payment Gateway
PAY0002987,BKG002989,2025-12-02,Visa,295.16,Captured,5.31,GBP,Payment Gateway
PAY0002988,BKG002990,2024-06-26,Mastercard,317.22,Captured,5.08,GBP,Payment Gateway
PAY0002989,BKG002991,2024-09-21,Visa,461.52,Captured,7.38,GBP,Payment Gateway
PAY0002990,BKG002992,2026-02-13,Visa,112.03,Captured,1.34,GBP,Payment Gateway
PAY0002991,BKG002994,2025-03-02,Visa,114.14,Captured,2.05,GBP,Payment Gateway
PAY0002992,BKG002994,2025-03-10,Cash,342.43,Captured,0,GBP,Front Desk/PMS
PAY0002993,BKG002995,2025-11-06,American Express,715.47,Captured,11.45,GBP,Payment Gateway
PAY0002994,BKG002996,2026-02-21,Mastercard,424.08,Captured,6.79,GBP,Payment Gateway
PAY0002995,BKG002997,2025-01-19,Visa,441,Captured,7.06,GBP,Payment Gateway
PAY0002996,BKG002998,2026-02-25,Google Pay,218.34,Captured,3.93,GBP,Payment Gateway
PAY0002997,BKG003000,2024-06-21,Mastercard,59.84,Captured,1.08,GBP,Payment Gateway
PAY0002998,BKG003000,2024-07-15,Visa,179.53,Captured,2.51,GBP,Payment Gateway
PAY0002999,BKG003001,2025-09-25,Visa,661.86,Captured,10.59,GBP,Payment Gateway
PAY0003000,BKG003003,2024-06-09,Apple Pay,575.8,Captured,8.06,GBP,Payment Gateway
PAY0003001,BKG003004,2024-01-02,Mastercard,354.52,Captured,6.38,GBP,Payment Gateway
PAY0003002,BKG003005,2026-05-05,Apple Pay,54.99,Captured,0.88,GBP,Payment Gateway
PAY0003003,BKG003005,2026-08-03,Bank Transfer,164.97,Captured,0,GBP,Payment Gateway
PAY0003004,BKG003006,2026-06-02,Google Pay,110.1,Captured,1.54,GBP,Payment Gateway
PAY0003005,BKG003006,2026-06-08,Apple Pay,330.3,Captured,5.28,GBP,Payment Gateway
PAY0003006,BKG003007,2024-08-15,Cash,298.72,Captured,0,GBP,Front Desk/PMS
PAY0003007,BKG003008,2025-05-03,Visa,251.29,Captured,3.02,GBP,Payment Gateway
PAY0003008,BKG003009,2025-10-25,Visa,581.54,Captured,9.3,GBP,Payment Gateway
PAY0003009,BKG003010,2024-01-14,Cash,153,Captured,0,GBP,Front Desk/PMS
PAY0003010,BKG003011,2025-08-02,Apple Pay,469.22,Captured,5.63,GBP,Payment Gateway
PAY0003011,BKG003012,2025-10-15,Apple Pay,207.63,Captured,2.49,GBP,Payment Gateway
PAY0003012,BKG003013,2025-06-07,Cash,662.32,Captured,0,GBP,Front Desk/PMS
PAY0003013,BKG003014,2025-12-15,Visa,452.88,Captured,6.34,GBP,Payment Gateway
PAY0003014,BKG003015,2024-08-30,Mastercard,337.11,Captured,6.07,GBP,Payment Gateway
PAY0003015,BKG003015,2024-10-03,Visa,1011.33,Captured,14.16,GBP,Payment Gateway
PAY0003016,BKG003016,2025-09-04,Google Pay,270.76,Captured,4.87,GBP,Payment Gateway
PAY0003017,BKG003017,2024-03-20,Visa,89.45,Captured,1.07,GBP,Payment Gateway
PAY0003018,BKG003018,2026-05-09,Mastercard,107,Captured,1.93,GBP,Payment Gateway
PAY0003019,BKG003019,2025-06-24,Mastercard,175.93,Captured,2.11,GBP,Payment Gateway
PAY0003020,BKG003019,2025-07-01,Mastercard,527.78,Captured,8.44,GBP,Payment Gateway
PAY0003021,BKG003020,2026-08-07,Mastercard,230.72,Captured,3.23,GBP,Payment Gateway
PAY0003022,BKG003021,2024-07-07,Visa,799.23,Captured,12.79,GBP,Payment Gateway
PAY0003023,BKG003022,2024-10-24,Visa,189.7,Captured,2.28,GBP,Payment Gateway
PAY0003024,BKG003023,2025-11-26,American Express,349.5,Captured,4.19,GBP,Payment Gateway
PAY0003025,BKG003024,2024-08-09,Google Pay,57.41,Captured,1.03,GBP,Payment Gateway
PAY0003026,BKG003024,2024-08-15,Mastercard,172.23,Captured,3.1,GBP,Payment Gateway
PAY0003027,BKG003025,2024-09-29,Apple Pay,238.8,Captured,3.82,GBP,Payment Gateway
PAY0003028,BKG003026,2024-04-26,Mastercard,199.44,Captured,3.59,GBP,Payment Gateway
PAY0003029,BKG003027,2024-06-06,Visa,521,Captured,8.34,GBP,Payment Gateway
PAY0003030,BKG003028,2026-06-10,Visa,682.61,Captured,8.19,GBP,Payment Gateway
PAY0003031,BKG003029,2025-06-11,Mastercard,64.14,Captured,0.77,GBP,Payment Gateway
PAY0003032,BKG003029,2025-06-26,Bank Transfer,192.41,Captured,0,GBP,Payment Gateway
PAY0003033,BKG003030,2025-10-14,Visa,111.21,Captured,1.56,GBP,Payment Gateway
PAY0003034,BKG003032,2024-10-13,Visa,138.64,Captured,1.66,GBP,Payment Gateway
PAY0003035,BKG003033,2025-11-27,American Express,528.68,Captured,7.4,GBP,Payment Gateway
PAY0003036,BKG003034,2024-07-04,Visa,248.41,Captured,2.98,GBP,Payment Gateway
PAY0003037,BKG003034,2024-07-20,Google Pay,745.23,Captured,8.94,GBP,Payment Gateway
PAY0003038,BKG003035,2025-10-15,Visa,463.92,Captured,6.49,GBP,Payment Gateway
PAY0003039,BKG003036,2026-07-11,Visa,1300.1,Captured,15.6,GBP,Payment Gateway
PAY0003040,BKG003037,2026-05-16,American Express,150.3,Captured,2.4,GBP,Payment Gateway
PAY0003041,BKG003037,2026-06-09,Visa,450.89,Captured,7.21,GBP,Payment Gateway
PAY0003042,BKG003038,2025-03-21,Visa,2893.09,Captured,40.5,GBP,Payment Gateway
PAY0003043,BKG003039,2025-08-24,Visa,505.05,Captured,7.07,GBP,Payment Gateway
PAY0003044,BKG003040,2024-07-05,American Express,687.8,Captured,8.25,GBP,Payment Gateway
PAY0003045,BKG003041,2024-08-23,Mastercard,1000.56,Captured,18.01,GBP,Payment Gateway
PAY0003046,BKG003042,2024-12-02,Cash,73.87,Captured,0,GBP,Front Desk/PMS
PAY0003047,BKG003043,2025-12-30,Bank Transfer,451.89,Captured,0,GBP,Payment Gateway
PAY0003048,BKG003045,2025-03-19,Visa,1477.49,Captured,20.68,GBP,Payment Gateway
PAY0003049,BKG003047,2024-08-30,Visa,694.72,Captured,9.73,GBP,Payment Gateway
PAY0003050,BKG003049,2026-07-22,Visa,480.73,Captured,8.65,GBP,Payment Gateway
PAY0003051,BKG003050,2026-02-06,Google Pay,230.06,Captured,3.68,GBP,Payment Gateway
PAY0003052,BKG003052,2025-11-30,Bank Transfer,708.72,Captured,0,GBP,Payment Gateway
PAY0003053,BKG003053,2024-05-16,Visa,505.65,Captured,6.07,GBP,Payment Gateway
PAY0003054,BKG003054,2025-06-03,Cash,123.7,Captured,0,GBP,Front Desk/PMS
PAY0003055,BKG003055,2026-04-23,Visa,77.28,Captured,1.39,GBP,Payment Gateway
PAY0003056,BKG003055,2026-05-07,Mastercard,231.84,Captured,3.71,GBP,Payment Gateway
PAY0003057,BKG003056,2026-05-08,Visa,1216.94,Captured,14.6,GBP,Payment Gateway
PAY0003058,BKG003057,2025-06-04,Cash,404.58,Captured,0,GBP,Front Desk/PMS
PAY0003059,BKG003058,2024-08-23,American Express,195.6,Captured,3.13,GBP,Payment Gateway
PAY0003060,BKG003058,2024-09-02,Visa,586.81,Captured,8.22,GBP,Payment Gateway
PAY0003061,BKG003059,2026-07-19,Google Pay,321.7,Captured,4.5,GBP,Payment Gateway
PAY0003062,BKG003059,2026-08-01,Google Pay,965.1,Captured,15.44,GBP,Payment Gateway
PAY0003063,BKG003060,2025-01-18,American Express,649.32,Captured,11.69,GBP,Payment Gateway
PAY0003064,BKG003061,2026-07-21,Apple Pay,541.18,Captured,6.49,GBP,Payment Gateway
PAY0003065,BKG003064,2026-07-14,Mastercard,1124.93,Captured,15.75,GBP,Payment Gateway
PAY0003066,BKG003065,2025-07-09,Visa,205.4,Captured,2.46,GBP,Payment Gateway
PAY0003067,BKG003066,2025-07-12,Mastercard,45.12,Captured,0.63,GBP,Payment Gateway
PAY0003068,BKG003066,2025-08-10,Mastercard,135.38,Captured,1.9,GBP,Payment Gateway
PAY0003069,BKG003067,2024-02-17,Visa,421.73,Captured,7.59,GBP,Payment Gateway
PAY0003070,BKG003068,2024-03-07,Mastercard,141.96,Captured,2.56,GBP,Payment Gateway
PAY0003071,BKG003068,2024-03-16,Apple Pay,425.87,Captured,5.11,GBP,Payment Gateway
PAY0003072,BKG003069,2026-07-19,Bank Transfer,220.16,Captured,0,GBP,Payment Gateway
PAY0003073,BKG003070,2025-04-05,Mastercard,127.15,Captured,1.78,GBP,Payment Gateway
PAY0003074,BKG003071,2024-07-13,Visa,467.82,Captured,6.55,GBP,Payment Gateway
PAY0003075,BKG003072,2024-07-30,Apple Pay,646.44,Captured,9.05,GBP,Payment Gateway
PAY0003076,BKG003073,2024-05-20,Mastercard,198.61,Captured,3.57,GBP,Payment Gateway
PAY0003077,BKG003074,2026-06-29,American Express,180.03,Captured,3.24,GBP,Payment Gateway
PAY0003078,BKG003075,2025-01-03,Bank Transfer,126.73,Captured,0,GBP,Payment Gateway
PAY0003079,BKG003076,2024-06-26,Visa,195.08,Captured,3.51,GBP,Payment Gateway
PAY0003080,BKG003077,2024-05-05,Cash,45.13,Captured,0,GBP,Front Desk/PMS
PAY0003081,BKG003077,2024-05-19,Apple Pay,135.4,Captured,2.17,GBP,Payment Gateway
PAY0003082,BKG003078,2025-12-06,Visa,473.75,Captured,6.63,GBP,Payment Gateway
PAY0003083,BKG003079,2024-06-27,Cash,69.02,Captured,0,GBP,Front Desk/PMS
PAY0003084,BKG003079,2024-07-12,Mastercard,207.05,Captured,3.31,GBP,Payment Gateway
PAY0003085,BKG003080,2025-04-29,Cash,83.83,Captured,0,GBP,Front Desk/PMS
PAY0003086,BKG003080,2025-06-21,Mastercard,251.49,Captured,4.02,GBP,Payment Gateway
PAY0003087,BKG003081,2025-08-27,Mastercard,401.02,Captured,6.42,GBP,Payment Gateway
PAY0003088,BKG003082,2025-08-24,Cash,113.74,Captured,0,GBP,Front Desk/PMS
PAY0003089,BKG003084,2025-10-23,Visa,282.41,Captured,3.39,GBP,Payment Gateway
PAY0003090,BKG003085,2025-05-27,Visa,174.51,Captured,2.09,GBP,Payment Gateway
PAY0003091,BKG003085,2025-06-05,Visa,523.54,Captured,9.42,GBP,Payment Gateway
PAY0003092,BKG003086,2024-06-28,American Express,134.05,Captured,2.14,GBP,Payment Gateway
PAY0003093,BKG003087,2025-02-09,Visa,690.08,Captured,11.04,GBP,Payment Gateway
PAY0003094,BKG003088,2025-05-27,Bank Transfer,171.47,Captured,0,GBP,Payment Gateway
PAY0003095,BKG003089,2024-08-17,Bank Transfer,1989.7,Captured,0,GBP,Payment Gateway
PAY0003096,BKG003090,2025-05-04,Google Pay,470.37,Captured,6.59,GBP,Payment Gateway
PAY0003097,BKG003091,2025-12-10,Google Pay,359.56,Captured,6.47,GBP,Payment Gateway
PAY0003098,BKG003092,2025-02-25,Cash,120.73,Captured,0,GBP,Front Desk/PMS
PAY0003099,BKG003093,2025-12-23,American Express,308.6,Captured,3.7,GBP,Payment Gateway
PAY0003100,BKG003094,2026-08-09,American Express,714.86,Captured,10.01,GBP,Payment Gateway
PAY0003101,BKG003095,2024-03-29,Visa,206.57,Captured,2.89,GBP,Payment Gateway
PAY0003102,BKG003096,2024-07-04,Bank Transfer,338.42,Captured,0,GBP,Payment Gateway
PAY0003103,BKG003097,2025-04-20,Bank Transfer,246.58,Captured,0,GBP,Payment Gateway
PAY0003104,BKG003098,2025-09-06,Mastercard,1186.29,Captured,14.24,GBP,Payment Gateway
PAY0003105,BKG003099,2025-11-23,Apple Pay,212.03,Captured,2.97,GBP,Payment Gateway
PAY0003106,BKG003100,2024-06-08,Mastercard,597.14,Captured,10.75,GBP,Payment Gateway
PAY0003107,BKG003101,2024-08-04,Apple Pay,443.67,Captured,7.99,GBP,Payment Gateway
PAY0003108,BKG003102,2026-05-19,Apple Pay,146.33,Captured,2.34,GBP,Payment Gateway
PAY0003109,BKG003102,2026-06-05,Visa,439,Captured,7.02,GBP,Payment Gateway
PAY0003110,BKG003103,2026-03-10,Visa,488.65,Captured,5.86,GBP,Payment Gateway
PAY0003111,BKG003104,2026-06-27,Mastercard,161.19,Captured,2.58,GBP,Payment Gateway
PAY0003112,BKG003105,2024-04-12,Visa,1206.18,Captured,21.71,GBP,Payment Gateway
PAY0003113,BKG003107,2026-01-08,Mastercard,168.82,Captured,3.04,GBP,Payment Gateway
PAY0003114,BKG003107,2026-01-21,Mastercard,506.47,Captured,7.09,GBP,Payment Gateway
PAY0003115,BKG003108,2025-04-13,Bank Transfer,537,Captured,0,GBP,Payment Gateway
PAY0003116,BKG003109,2024-12-09,Mastercard,1036.05,Captured,16.58,GBP,Payment Gateway
PAY0003117,BKG003110,2026-07-13,Visa,233.14,Captured,2.8,GBP,Payment Gateway
PAY0003118,BKG003111,2025-06-28,Google Pay,280.12,Captured,3.92,GBP,Payment Gateway
PAY0003119,BKG003111,2025-06-29,Visa,840.38,Captured,11.77,GBP,Payment Gateway
PAY0003120,BKG003112,2024-12-06,Google Pay,668.64,Captured,9.36,GBP,Payment Gateway
PAY0003121,BKG003114,2025-06-07,Bank Transfer,403.94,Captured,0,GBP,Payment Gateway
PAY0003122,BKG003117,2026-06-28,Apple Pay,331.26,Captured,4.64,GBP,Payment Gateway
PAY0003123,BKG003118,2024-07-25,Visa,1472.8,Captured,26.51,GBP,Payment Gateway
PAY0003124,BKG003119,2026-04-19,Visa,129.74,Captured,2.08,GBP,Payment Gateway
PAY0003125,BKG003120,2026-05-15,Visa,258.52,Captured,3.62,GBP,Payment Gateway
PAY0003126,BKG003120,2026-06-19,American Express,775.55,Captured,10.86,GBP,Payment Gateway
PAY0003127,BKG003122,2025-03-25,Mastercard,159.38,Captured,2.55,GBP,Payment Gateway
PAY0003128,BKG003122,2025-04-23,Mastercard,478.15,Captured,5.74,GBP,Payment Gateway
PAY0003129,BKG003123,2024-05-15,Mastercard,195.81,Captured,2.74,GBP,Payment Gateway
PAY0003130,BKG003124,2024-07-08,Mastercard,224.32,Captured,2.69,GBP,Payment Gateway
PAY0003131,BKG003126,2025-09-07,Apple Pay,58.62,Captured,0.7,GBP,Payment Gateway
PAY0003132,BKG003126,2025-09-20,Apple Pay,175.84,Captured,2.46,GBP,Payment Gateway
PAY0003133,BKG003127,2024-07-31,Google Pay,333.95,Captured,6.01,GBP,Payment Gateway
PAY0003134,BKG003128,2024-08-22,Apple Pay,128.79,Captured,2.32,GBP,Payment Gateway
PAY0003135,BKG003129,2026-04-19,American Express,3391.48,Captured,47.48,GBP,Payment Gateway
PAY0003136,BKG003131,2025-10-24,Visa,975.94,Captured,11.71,GBP,Payment Gateway
PAY0003137,BKG003132,2026-02-08,Apple Pay,678.39,Captured,10.85,GBP,Payment Gateway
PAY0003138,BKG003133,2025-10-05,Visa,248.98,Captured,4.48,GBP,Payment Gateway
PAY0003139,BKG003134,2024-09-13,Mastercard,155.62,Captured,1.87,GBP,Payment Gateway
PAY0003140,BKG003135,2024-06-21,Mastercard,337.64,Captured,5.4,GBP,Payment Gateway
PAY0003141,BKG003137,2026-06-12,Mastercard,354.09,Captured,4.96,GBP,Payment Gateway
PAY0003142,BKG003138,2024-10-12,Bank Transfer,256.44,Captured,0,GBP,Payment Gateway
PAY0003143,BKG003138,2024-11-22,Visa,769.31,Captured,12.31,GBP,Payment Gateway
PAY0003144,BKG003139,2026-08-27,Visa,499.99,Captured,6,GBP,Payment Gateway
PAY0003145,BKG003140,2026-03-18,Google Pay,1485.13,Captured,23.76,GBP,Payment Gateway
PAY0003146,BKG003141,2025-07-24,Mastercard,1459.5,Captured,26.27,GBP,Payment Gateway
PAY0003147,BKG003142,2025-10-02,Bank Transfer,89.97,Captured,0,GBP,Payment Gateway
PAY0003148,BKG003142,2025-11-03,Google Pay,269.89,Captured,3.78,GBP,Payment Gateway
PAY0003149,BKG003143,2025-12-18,Apple Pay,4091.16,Captured,49.09,GBP,Payment Gateway
PAY0003150,BKG003144,2024-01-22,Visa,146.25,Captured,2.34,GBP,Payment Gateway
PAY0003151,BKG003145,2025-03-11,Mastercard,435.24,Captured,6.96,GBP,Payment Gateway
PAY0003152,BKG003147,2025-03-05,Visa,153.04,Captured,2.75,GBP,Payment Gateway
PAY0003153,BKG003147,2025-03-16,Visa,459.13,Captured,8.26,GBP,Payment Gateway
PAY0003154,BKG003148,2024-08-30,Mastercard,647.35,Captured,7.77,GBP,Payment Gateway
PAY0003155,BKG003149,2025-07-07,Google Pay,249.82,Captured,4,GBP,Payment Gateway
PAY0003156,BKG003150,2025-10-06,Visa,179.42,Captured,2.51,GBP,Payment Gateway
PAY0003157,BKG003151,2026-06-27,Apple Pay,244.1,Captured,4.39,GBP,Payment Gateway
PAY0003158,BKG003152,2026-08-18,American Express,269.98,Captured,3.24,GBP,Payment Gateway
PAY0003159,BKG003153,2025-07-18,Google Pay,315.51,Captured,3.79,GBP,Payment Gateway
PAY0003160,BKG003154,2024-12-28,Mastercard,173.73,Captured,2.43,GBP,Payment Gateway
PAY0003161,BKG003155,2025-06-26,Visa,121.8,Captured,1.95,GBP,Payment Gateway
PAY0003162,BKG003156,2026-01-07,Visa,144.48,Captured,1.73,GBP,Payment Gateway
PAY0003163,BKG003157,2025-10-29,Visa,163.41,Captured,2.94,GBP,Payment Gateway
PAY0003164,BKG003158,2025-12-03,American Express,66.56,Captured,1.06,GBP,Payment Gateway
PAY0003165,BKG003158,2025-12-05,Visa,199.68,Captured,3.59,GBP,Payment Gateway
PAY0003166,BKG003159,2026-06-15,Google Pay,1174.88,Captured,21.15,GBP,Payment Gateway
PAY0003167,BKG003161,2024-11-04,Google Pay,346.9,Captured,6.24,GBP,Payment Gateway
PAY0003168,BKG003162,2025-11-08,Visa,83.72,Captured,1.34,GBP,Payment Gateway
PAY0003169,BKG003163,2026-01-26,Google Pay,394.55,Captured,7.1,GBP,Payment Gateway
PAY0003170,BKG003164,2025-12-14,Visa,160.94,Captured,1.93,GBP,Payment Gateway
PAY0003171,BKG003165,2026-03-30,Mastercard,515.32,Captured,6.18,GBP,Payment Gateway
PAY0003172,BKG003166,2025-05-10,Google Pay,138.59,Captured,2.49,GBP,Payment Gateway
PAY0003173,BKG003167,2026-03-14,Visa,125.67,Captured,1.76,GBP,Payment Gateway
PAY0003174,BKG003168,2025-01-01,Apple Pay,369.65,Captured,5.18,GBP,Payment Gateway
PAY0003175,BKG003169,2024-08-10,Mastercard,282.66,Captured,4.52,GBP,Payment Gateway
PAY0003176,BKG003171,2025-11-30,Apple Pay,167.79,Captured,2.01,GBP,Payment Gateway
PAY0003177,BKG003172,2024-04-27,Cash,694.06,Captured,0,GBP,Front Desk/PMS
PAY0003178,BKG003173,2024-10-22,Visa,128.8,Captured,2.32,GBP,Payment Gateway
PAY0003179,BKG003174,2024-06-06,Cash,141.73,Captured,0,GBP,Front Desk/PMS
PAY0003180,BKG003175,2025-06-21,Mastercard,503.19,Captured,9.06,GBP,Payment Gateway
PAY0003181,BKG003176,2024-11-29,Visa,536.55,Captured,8.58,GBP,Payment Gateway
PAY0003182,BKG003177,2024-09-02,Visa,232.48,Captured,2.79,GBP,Payment Gateway
PAY0003183,BKG003178,2024-07-07,Visa,110.02,Captured,1.54,GBP,Payment Gateway
PAY0003184,BKG003178,2024-07-10,Cash,330.05,Captured,0,GBP,Front Desk/PMS
PAY0003185,BKG003179,2025-12-29,American Express,349.42,Captured,6.29,GBP,Payment Gateway
PAY0003186,BKG003180,2025-05-06,Mastercard,123.52,Captured,1.98,GBP,Payment Gateway
PAY0003187,BKG003181,2025-08-06,Visa,587.38,Captured,9.4,GBP,Payment Gateway
PAY0003188,BKG003182,2026-04-18,Visa,427.23,Captured,5.13,GBP,Payment Gateway
PAY0003189,BKG003183,2024-12-17,Visa,318.44,Captured,3.82,GBP,Payment Gateway
PAY0003190,BKG003184,2026-08-21,Apple Pay,1166.58,Captured,16.33,GBP,Payment Gateway
PAY0003191,BKG003185,2025-10-03,Apple Pay,317.82,Captured,5.09,GBP,Payment Gateway
PAY0003192,BKG003186,2026-02-02,Cash,596.13,Captured,0,GBP,Front Desk/PMS
PAY0003193,BKG003187,2024-06-17,Bank Transfer,357.86,Captured,0,GBP,Payment Gateway
PAY0003194,BKG003189,2026-06-13,American Express,821.15,Captured,13.14,GBP,Payment Gateway
PAY0003195,BKG003191,2024-09-19,Visa,377.13,Captured,6.03,GBP,Payment Gateway
PAY0003196,BKG003192,2025-06-01,Mastercard,172.64,Captured,3.11,GBP,Payment Gateway
PAY0003197,BKG003194,2026-07-19,Visa,159.32,Captured,2.87,GBP,Payment Gateway
PAY0003198,BKG003195,2026-08-16,Bank Transfer,191.31,Captured,0,GBP,Payment Gateway
