ReviewID,BookingID,HotelID,GuestID,ReviewDate,ReviewSource,OverallScore,CleanlinessScore,ServiceScore,LocationScore,ValueScore,ReviewTitle,ManagementResponseSent
REV000443,BKG001606,HTL003,GST02266,2026-05-12,Google,4.3,4.9,4.4,4.5,4.1,Excellent location,Yes
REV000444,BKG001607,HTL006,GST00559,2025-02-15,Expedia,3.8,3.7,3.6,4.4,3.7,Good overall,Yes
REV000445,BKG001609,HTL004,GST00215,2025-03-01,Post-stay Survey,4.5,4.5,4.3,4.6,4.3,Clean and convenient,Yes
REV000446,BKG001613,HTL006,GST00594,2025-09-19,Google,5,5,5,4.8,5,Friendly team,Yes
REV000447,BKG001623,HTL006,GST01512,2025-01-28,Google,5,4.8,4.9,4.5,4.1,Great stay,No
REV000448,BKG001624,HTL003,GST00111,2025-05-26,Expedia,3.7,3.8,3.2,3.5,3.9,Convenient hotel,Yes
REV000449,BKG001626,HTL006,GST00752,2025-08-15,Booking.com,5,5,5,4.8,5,Clean and convenient,Yes
REV000450,BKG001630,HTL003,GST01592,2024-08-25,Tripadvisor,5,4.8,4.9,4.3,5,Clean and convenient,Yes
REV000451,BKG001633,HTL003,GST00063,2025-09-24,Booking.com,3.8,3.5,3.6,4.1,3.9,Comfortable stay,Yes
REV000452,BKG001636,HTL006,GST02229,2024-03-12,Tripadvisor,3.7,3.9,3.4,3.3,3.3,Convenient hotel,Yes
REV000453,BKG001637,HTL006,GST01227,2026-08-01,Post-stay Survey,4.8,4.2,4.7,4.1,4.9,Clean and convenient,Yes
REV000454,BKG001644,HTL002,GST00837,2026-08-19,Booking.com,3,2.8,2.7,3,3,Needs improvement,Yes
REV000455,BKG001645,HTL003,GST00976,2026-07-31,Google,3.3,2.7,2.6,3.2,4,Fine for a short stay,Yes
REV000456,BKG001649,HTL001,GST00137,2025-02-11,Expedia,3.3,3.6,3.4,3.6,3.1,Mostly positive,Yes
REV000457,BKG001650,HTL005,GST01316,2024-05-24,Expedia,3.8,4.2,3.6,4.1,3.7,Solid city break,Yes
REV000458,BKG001653,HTL002,GST00616,2026-07-01,Tripadvisor,4.6,5,4.8,4.2,4.9,Excellent location,Yes
REV000459,BKG001655,HTL006,GST00840,2026-08-07,Google,3.3,3.1,3.2,3.8,3.4,Good overall,Yes
REV000460,BKG001658,HTL002,GST00105,2024-05-11,Google,4.1,4,4.2,4.4,3.9,Fine for a short stay,Yes
REV000461,BKG001664,HTL002,GST00286,2024-12-18,Post-stay Survey,3.8,3.9,3.3,3.4,3.7,Comfortable stay,Yes
REV000462,BKG001668,HTL002,GST01052,2024-07-30,Tripadvisor,4.4,4.4,4,4.8,4.5,Friendly team,Yes
REV000463,BKG001669,HTL001,GST00583,2024-05-24,Booking.com,4.2,4.1,4.6,4,3.9,Excellent location,Yes
REV000464,BKG001673,HTL004,GST00232,2025-01-20,Booking.com,5,5,4.6,4.3,4.1,Friendly team,Yes
REV000465,BKG001676,HTL005,GST01247,2026-06-22,Google,4.4,4.3,4.2,4.6,4.2,Friendly team,Yes
REV000466,BKG001677,HTL006,GST01250,2025-10-29,Tripadvisor,4.3,4,4.5,4.4,4.2,Friendly team,Yes
REV000467,BKG001684,HTL005,GST01885,2025-10-13,Google,4.2,4.5,5,4.1,4,Excellent location,Yes
REV000468,BKG001686,HTL003,GST00133,2025-08-02,Post-stay Survey,2.7,2.1,2.8,2.5,2.7,Disappointing stay,Yes
REV000469,BKG001687,HTL003,GST00563,2025-09-02,Google,3.5,4,2.9,3.7,3.3,Mostly positive,No
REV000470,BKG001688,HTL001,GST01429,2024-06-09,Booking.com,3.9,4,4.1,3.5,3.8,Fine for a short stay,Yes
REV000471,BKG001693,HTL001,GST01672,2024-09-05,Tripadvisor,4.7,4.1,5,4.6,5,Very comfortable,No
REV000472,BKG001695,HTL002,GST01340,2025-06-29,Post-stay Survey,3.2,2.7,3.3,3.3,2.8,Convenient hotel,No
REV000473,BKG001699,HTL001,GST01230,2024-06-17,Booking.com,5,5,4.1,5,4.1,Lovely weekend,No
REV000474,BKG001702,HTL005,GST01121,2025-05-04,Tripadvisor,4,4.5,3.6,3.6,4.1,Solid city break,Yes
REV000475,BKG001710,HTL004,GST00231,2024-11-19,Google,4.3,3.9,4.3,4.4,4.5,Lovely weekend,Yes
REV000476,BKG001715,HTL001,GST00143,2024-06-07,Expedia,4.9,5,5,4.8,4.9,Lovely weekend,Yes
REV000477,BKG001719,HTL004,GST00055,2026-08-24,Expedia,3.8,4.3,4.3,3.8,3.5,Good overall,Yes
REV000478,BKG001722,HTL001,GST00383,2025-11-26,Post-stay Survey,4.3,4.5,3.7,4.2,4.3,Great stay,Yes
REV000479,BKG001724,HTL004,GST01134,2025-09-24,Post-stay Survey,4.6,4.6,4.8,4.2,5,Clean and convenient,Yes
REV000480,BKG001726,HTL005,GST00947,2026-08-22,Tripadvisor,3.9,3.4,3.9,3.6,3.6,Solid city break,Yes
REV000481,BKG001733,HTL005,GST01205,2025-05-22,Expedia,3.2,2.3,3.1,3.3,3.9,Fine for a short stay,No
REV000482,BKG001734,HTL004,GST01216,2026-06-03,Booking.com,3.2,3,3.5,3.5,3.8,Mostly positive,Yes
REV000483,BKG001741,HTL001,GST01124,2024-05-06,Post-stay Survey,4.2,3.9,3.5,3.8,4.9,Would stay again,Yes
REV000484,BKG001743,HTL003,GST01503,2025-04-28,Tripadvisor,3.3,3.8,2.8,3.8,3.1,Convenient hotel,Yes
REV000485,BKG001748,HTL002,GST01474,2026-05-24,Post-stay Survey,3.5,4,3.4,3.6,3.3,Fine for a short stay,Yes
REV000486,BKG001749,HTL003,GST01109,2025-06-15,Booking.com,4,3.5,4.5,4.6,4.9,Solid city break,Yes
REV000487,BKG001775,HTL001,GST01620,2025-05-30,Expedia,4.1,4.9,3.7,4.1,3.8,Comfortable stay,No
REV000488,BKG001776,HTL003,GST00905,2026-04-19,Booking.com,4.4,4.1,5,4.4,4,Excellent location,Yes
REV000489,BKG001777,HTL006,GST00066,2025-09-01,Tripadvisor,4.2,4.1,3.8,4.6,3.8,Friendly team,Yes
REV000490,BKG001780,HTL002,GST01098,2026-03-28,Google,4.1,4.1,4.5,4.1,4.6,Fine for a short stay,Yes
REV000491,BKG001781,HTL004,GST01068,2024-02-24,Booking.com,4.1,3.9,3.9,3.7,5,Solid city break,Yes
REV000492,BKG001786,HTL005,GST00005,2025-09-24,Booking.com,3.1,3.9,3.3,3.4,3.3,Not as expected,Yes
REV000493,BKG001794,HTL006,GST01299,2025-10-20,Booking.com,4.5,4.5,4.6,4.3,4.4,Great stay,Yes
REV000494,BKG001795,HTL004,GST01750,2024-02-16,Booking.com,4.1,4.5,4.1,4.2,4,Mostly positive,Yes
REV000495,BKG001800,HTL002,GST01192,2025-12-11,Google,3.8,4.1,4.2,3.9,3.4,Comfortable stay,No
REV000496,BKG001808,HTL006,GST01524,2025-07-30,Post-stay Survey,5,4.9,4.7,5,4.7,Would stay again,Yes
REV000497,BKG001809,HTL004,GST01532,2024-06-10,Tripadvisor,4.5,4.4,4.2,4.4,4.3,Lovely weekend,Yes
REV000498,BKG001813,HTL006,GST01259,2024-05-26,Google,4.4,4.8,4.6,4.6,4.6,Would stay again,Yes
REV000499,BKG001814,HTL001,GST00037,2024-08-18,Post-stay Survey,5,4.7,5,4.8,4.6,Very comfortable,Yes
REV000500,BKG001823,HTL001,GST01635,2024-03-29,Post-stay Survey,4.6,4.9,4.3,4.9,3.8,Very comfortable,Yes
REV000501,BKG001825,HTL003,GST00019,2024-07-31,Expedia,3.3,3.5,3.4,3.9,2.9,Convenient hotel,Yes
REV000502,BKG001828,HTL004,GST01697,2025-08-27,Expedia,4,4,4.5,4.2,4.1,Convenient hotel,Yes
REV000503,BKG001829,HTL002,GST01850,2024-02-19,Booking.com,3.3,3.7,3,3.6,3.3,Convenient hotel,Yes
REV000504,BKG001830,HTL001,GST01115,2024-06-12,Booking.com,3.2,3.5,4,3.9,3,Convenient hotel,Yes
REV000505,BKG001832,HTL004,GST00831,2025-12-25,Tripadvisor,4.2,4.2,4.9,4.4,4.4,Lovely weekend,Yes
REV000506,BKG001835,HTL006,GST01319,2024-08-27,Booking.com,5,5,5,5,5,Great stay,Yes
REV000507,BKG001838,HTL003,GST01232,2026-04-25,Tripadvisor,4.1,3.5,4.1,3.4,4.6,Fine for a short stay,Yes
REV000508,BKG001839,HTL005,GST00039,2026-05-31,Google,4.4,4.3,5,4.7,3.6,Good business stay,Yes
REV000509,BKG001842,HTL003,GST01552,2026-05-31,Booking.com,4.1,3.6,4.1,4.6,3.7,Solid city break,Yes
REV000510,BKG001844,HTL006,GST00956,2024-11-11,Post-stay Survey,4,3.8,3.7,3.7,3.8,Solid city break,Yes
REV000511,BKG001849,HTL002,GST01575,2024-05-17,Booking.com,3.9,3.7,3.4,4,3.6,Convenient hotel,Yes
REV000512,BKG001851,HTL006,GST00353,2024-12-29,Booking.com,4.8,4.7,4.5,4.2,4.7,Good business stay,Yes
REV000513,BKG001852,HTL005,GST00759,2026-07-21,Google,3.3,2.7,3.6,2.9,3,Comfortable stay,Yes
REV000514,BKG001867,HTL004,GST00174,2026-04-28,Booking.com,5,5,4.8,4.7,4.9,Great stay,Yes
REV000515,BKG001869,HTL005,GST01019,2024-07-13,Booking.com,3.8,3.5,3.5,4.2,3.2,Solid city break,Yes
REV000516,BKG001871,HTL004,GST02228,2026-01-16,Tripadvisor,4.6,4.6,4.5,4.2,4,Friendly team,No
REV000517,BKG001872,HTL002,GST01715,2025-04-10,Booking.com,4.9,4.1,4.4,4.5,5,Very comfortable,Yes
REV000518,BKG001873,HTL003,GST00356,2025-05-05,Expedia,4.2,3.8,4.1,4.2,4.1,Clean and convenient,Yes
REV000519,BKG001874,HTL001,GST00442,2026-02-15,Post-stay Survey,4.6,4.5,5,4.2,4.8,Excellent location,Yes
REV000520,BKG001878,HTL003,GST00003,2025-03-21,Expedia,4.4,4.4,4.3,4.9,4.7,Friendly team,Yes
REV000521,BKG001881,HTL006,GST01737,2026-06-12,Booking.com,4.2,4.4,4,4,4.1,Good business stay,Yes
REV000522,BKG001882,HTL001,GST00375,2025-10-08,Google,4.3,5,3.6,4.6,4.4,Clean and convenient,Yes
REV000523,BKG001889,HTL001,GST00150,2024-11-16,Expedia,4.5,5,4.4,4.8,3.7,Friendly team,Yes
REV000524,BKG001891,HTL001,GST01225,2025-12-29,Booking.com,4.2,4.5,3.7,4.4,3.9,Lovely weekend,Yes
REV000525,BKG001892,HTL004,GST01008,2024-09-15,Booking.com,5,5,5,4.2,4.9,Clean and convenient,No
REV000526,BKG001894,HTL003,GST00345,2026-02-12,Post-stay Survey,5,5,5,5,4.8,Excellent location,Yes
REV000527,BKG001901,HTL003,GST00341,2024-03-13,Post-stay Survey,4.1,4.4,4.6,4.2,3.1,Solid city break,Yes
REV000528,BKG001905,HTL004,GST01862,2025-11-28,Tripadvisor,3.2,3.6,4,3.1,2.9,Fine for a short stay,Yes
REV000529,BKG001906,HTL006,GST00388,2024-09-04,Booking.com,3.6,3.5,2.5,3.7,3,Solid city break,Yes
REV000530,BKG001911,HTL004,GST00046,2024-11-26,Post-stay Survey,4.7,5,5,4.6,4.2,Friendly team,Yes
REV000531,BKG001913,HTL006,GST01898,2026-04-06,Tripadvisor,4.3,3.7,5,4.6,3.7,Lovely weekend,Yes
REV000532,BKG001924,HTL001,GST00003,2024-08-06,Post-stay Survey,3.8,4.2,4.6,4.3,4.3,Mostly positive,No
REV000533,BKG001935,HTL005,GST01916,2024-04-12,Google,3.8,4.1,4.6,4.7,2.5,Mostly positive,Yes
REV000534,BKG001938,HTL002,GST00941,2025-06-20,Tripadvisor,3.4,3.6,3.3,3.7,3.7,Fine for a short stay,No
REV000535,BKG001940,HTL003,GST00329,2025-11-05,Expedia,4.8,5,3.9,4.7,4.7,Very comfortable,Yes
REV000536,BKG001941,HTL003,GST02093,2026-03-28,Tripadvisor,4,3.7,3.6,3.9,4.1,Solid city break,Yes
REV000537,BKG001945,HTL001,GST01174,2025-09-22,Booking.com,4.1,4.6,4.2,4,3.8,Fine for a short stay,Yes
REV000538,BKG001947,HTL001,GST00642,2024-07-30,Post-stay Survey,4.7,4.1,5,5,4.6,Lovely weekend,Yes
REV000539,BKG001949,HTL001,GST00956,2025-03-11,Expedia,4.8,5,5,4.4,4.7,Lovely weekend,Yes
REV000540,BKG001950,HTL005,GST01606,2025-07-04,Expedia,3.9,3.6,3.4,4.4,3.8,Comfortable stay,Yes
REV000541,BKG001952,HTL005,GST00714,2025-06-18,Google,4,4.9,3,4.1,3.8,Fine for a short stay,Yes
REV000542,BKG001955,HTL004,GST00907,2024-11-26,Tripadvisor,4.2,3.5,4,4,4.1,Friendly team,Yes
REV000543,BKG001959,HTL002,GST01491,2025-12-19,Booking.com,2.9,3.2,3.2,3.9,2.6,Needs improvement,Yes
REV000544,BKG001960,HTL001,GST00010,2024-04-25,Booking.com,4.8,3.9,4.8,4.7,4.3,Great stay,Yes
REV000545,BKG001965,HTL004,GST01648,2025-03-09,Post-stay Survey,5,5,4.5,4.7,4.8,Great stay,Yes
REV000546,BKG001967,HTL002,GST00938,2024-10-26,Booking.com,3.9,4,3.7,3.6,4,Mostly positive,No
REV000547,BKG001972,HTL005,GST00178,2025-07-26,Booking.com,5,4.6,5,4.8,4.4,Friendly team,Yes
REV000548,BKG001978,HTL006,GST00704,2025-07-01,Tripadvisor,4.3,4.2,5,4.2,4.7,Would stay again,Yes
REV000549,BKG001982,HTL006,GST00523,2025-09-02,Booking.com,4.5,4.6,4.5,4.6,4.4,Great stay,Yes
REV000550,BKG001983,HTL003,GST00067,2025-08-30,Post-stay Survey,3.7,3.6,4.1,4,4,Mostly positive,Yes
REV000551,BKG001984,HTL006,GST01062,2025-05-04,Expedia,4.6,4.9,4.2,5,4,Clean and convenient,Yes
REV000552,BKG001994,HTL006,GST01476,2024-05-16,Expedia,3.4,4.2,3.9,4.4,3.7,Solid city break,Yes
REV000553,BKG002014,HTL001,GST00536,2024-06-24,Expedia,4.1,4.2,3.8,4.3,3.7,Convenient hotel,Yes
REV000554,BKG002015,HTL003,GST00313,2025-05-08,Google,4,4,4.2,3.8,4,Mostly positive,Yes
REV000555,BKG002016,HTL005,GST00255,2024-12-30,Tripadvisor,2.4,2.8,3.1,2.7,2.2,Could be better,No
REV000556,BKG002017,HTL003,GST00254,2024-08-07,Post-stay Survey,4.3,4.5,4.3,4.6,4.4,Clean and convenient,Yes
REV000557,BKG002020,HTL003,GST01238,2026-01-06,Booking.com,4.6,4.9,5,4.8,3.6,Clean and convenient,Yes
REV000558,BKG002025,HTL005,GST00009,2024-12-26,Google,3.9,4.7,4.8,4.2,3.6,Comfortable stay,Yes
REV000559,BKG002026,HTL001,GST00805,2026-04-27,Post-stay Survey,3.5,3.4,3.1,4.1,3.7,Good overall,Yes
REV000560,BKG002035,HTL001,GST00021,2026-07-26,Expedia,4.1,3.7,4.6,4.4,4.9,Convenient hotel,Yes
REV000561,BKG002036,HTL002,GST00055,2026-04-20,Post-stay Survey,3.6,3.8,3.8,3.5,3.7,Solid city break,Yes
REV000562,BKG002043,HTL002,GST00969,2025-09-21,Google,3.8,3.8,3.9,3.7,3.4,Good overall,Yes
REV000563,BKG002045,HTL003,GST01692,2024-11-23,Post-stay Survey,3.7,3,4.3,3.8,4.5,Fine for a short stay,Yes
REV000564,BKG002048,HTL002,GST02209,2024-03-30,Expedia,2.7,3.4,3.1,2.5,2.6,Mixed experience,Yes
REV000565,BKG002049,HTL004,GST00003,2025-06-08,Booking.com,4.8,5,4.5,4,4.4,Friendly team,Yes
REV000566,BKG002059,HTL002,GST01503,2026-05-16,Post-stay Survey,3.8,4.2,3.7,4.1,3.3,Mostly positive,Yes
REV000567,BKG002060,HTL002,GST00062,2025-04-07,Post-stay Survey,3.9,4.4,3.6,4.3,3.4,Solid city break,Yes
REV000568,BKG002065,HTL004,GST00563,2025-04-30,Expedia,4,4.2,4.5,4.5,3.7,Good overall,Yes
REV000569,BKG002071,HTL003,GST00016,2024-10-14,Booking.com,5,5,5,4.4,4.2,Clean and convenient,Yes
REV000570,BKG002072,HTL001,GST01243,2024-02-27,Post-stay Survey,4.5,4.2,5,4.9,4.4,Lovely weekend,No
REV000571,BKG002075,HTL006,GST01174,2024-03-25,Google,4.8,5,5,5,4.9,Friendly team,Yes
REV000572,BKG002076,HTL002,GST00226,2026-06-25,Post-stay Survey,4.4,4.9,4.3,4.3,4.8,Clean and convenient,Yes
REV000573,BKG002077,HTL001,GST01967,2024-10-22,Google,5,5,5,4.6,4.4,Great stay,Yes
REV000574,BKG002080,HTL004,GST01637,2024-01-16,Google,3.3,4,3.5,3.3,3.3,Fine for a short stay,Yes
REV000575,BKG002082,HTL006,GST01526,2024-10-15,Booking.com,3.4,3.1,3.1,3.5,3.3,Solid city break,Yes
REV000576,BKG002083,HTL001,GST00622,2024-02-09,Expedia,3.7,3.8,3.9,3.5,4.2,Good overall,Yes
REV000577,BKG002087,HTL006,GST01800,2025-11-01,Post-stay Survey,4.2,4.2,4.1,4.5,3.9,Friendly team,No
REV000578,BKG002088,HTL005,GST02124,2024-10-06,Post-stay Survey,3.1,3.7,3.5,3.7,2.7,Could be better,Yes
REV000579,BKG002089,HTL002,GST01606,2025-04-16,Post-stay Survey,4.9,5,4.2,5,5,Excellent location,Yes
REV000580,BKG002097,HTL004,GST01458,2024-07-05,Expedia,5,5,4.8,4.5,5,Friendly team,Yes
REV000581,BKG002098,HTL002,GST00282,2026-09-01,Expedia,3.1,2.7,2.9,3.3,3.4,Needs improvement,Yes
REV000582,BKG002100,HTL002,GST00871,2026-04-24,Booking.com,4.9,4.4,5,4.7,5,Very comfortable,No
REV000583,BKG002101,HTL001,GST01657,2024-06-29,Expedia,4.9,5,4.3,4.6,4.2,Great stay,Yes
REV000584,BKG002106,HTL003,GST00422,2025-01-30,Tripadvisor,4.5,4.4,4.3,4.7,4.8,Good business stay,Yes
REV000585,BKG002109,HTL002,GST02053,2026-07-18,Post-stay Survey,3.8,3.7,3.9,4.1,3.7,Solid city break,Yes
REV000586,BKG002110,HTL005,GST00482,2024-04-21,Booking.com,3.5,3.8,3.8,4.2,3.4,Convenient hotel,Yes
REV000587,BKG002117,HTL006,GST00061,2025-10-23,Post-stay Survey,4,4.3,3.2,4,4.4,Fine for a short stay,No
REV000588,BKG002120,HTL001,GST00555,2025-10-04,Expedia,5,5,5,5,4.8,Great stay,Yes
REV000589,BKG002121,HTL005,GST00551,2025-06-22,Expedia,3.9,4.4,3.2,3.6,3,Convenient hotel,Yes
REV000590,BKG002122,HTL003,GST00122,2025-09-02,Tripadvisor,4,4.1,4.6,4.6,3.8,Convenient hotel,Yes
REV000591,BKG002137,HTL002,GST01210,2025-08-28,Expedia,3.8,3.7,3.7,4.4,3.3,Solid city break,Yes
REV000592,BKG002144,HTL006,GST00871,2024-08-07,Google,3.8,4,3.9,3.7,3.2,Convenient hotel,Yes
REV000593,BKG002146,HTL001,GST00453,2024-05-15,Booking.com,3.3,3.8,3.1,3.3,2.8,Solid city break,Yes
REV000594,BKG002147,HTL001,GST00768,2024-07-15,Google,5,5,4.3,4.9,5,Friendly team,Yes
REV000595,BKG002148,HTL001,GST01471,2025-08-01,Google,4.2,4.4,3.7,4.2,3.8,Excellent location,Yes
REV000596,BKG002149,HTL002,GST02064,2025-09-14,Expedia,5,4.6,5,5,5,Great stay,Yes
REV000597,BKG002151,HTL004,GST01735,2025-05-14,Expedia,4.8,4.7,4.5,5,4.6,Excellent location,No
REV000598,BKG002160,HTL002,GST00678,2025-10-02,Tripadvisor,3.8,3.5,4.2,3.3,3.6,Solid city break,Yes
REV000599,BKG002164,HTL001,GST01473,2024-11-22,Google,3.5,4,3.7,3.6,2.9,Convenient hotel,Yes
REV000600,BKG002168,HTL006,GST02276,2025-11-13,Booking.com,4.1,3.6,4.4,3.8,4.2,Convenient hotel,Yes
REV000601,BKG002171,HTL006,GST00081,2026-05-02,Google,3.6,3.5,3.7,4.1,3.5,Solid city break,No
REV000602,BKG002175,HTL003,GST00514,2024-07-25,Post-stay Survey,4.3,4.6,3.8,4,4.6,Would stay again,Yes
REV000603,BKG002176,HTL005,GST00205,2024-08-31,Post-stay Survey,2.3,2.2,2.7,2.3,1.8,Could be better,No
REV000604,BKG002177,HTL005,GST01456,2026-01-02,Expedia,4.1,4.8,3.2,4.8,3.8,Solid city break,Yes
REV000605,BKG002180,HTL006,GST00314,2025-07-23,Booking.com,3.4,3.7,3.4,4.2,3.6,Convenient hotel,Yes
REV000606,BKG002181,HTL003,GST00445,2025-12-10,Google,3,3.7,2.3,3.1,2.8,Disappointing stay,Yes
REV000607,BKG002185,HTL006,GST01620,2024-06-18,Tripadvisor,4,4,4.3,5,4.4,Good overall,Yes
REV000608,BKG002188,HTL004,GST00277,2025-09-07,Post-stay Survey,4.5,4.8,5,4.2,4.4,Excellent location,No
REV000609,BKG002195,HTL003,GST02281,2026-09-06,Tripadvisor,5,4.9,4.6,4.5,5,Would stay again,Yes
REV000610,BKG002199,HTL006,GST01926,2024-05-18,Expedia,4.9,5,5,4.6,4.6,Good business stay,No
REV000611,BKG002200,HTL005,GST01354,2024-07-30,Expedia,4.8,5,4.9,5,4.4,Clean and convenient,Yes
REV000612,BKG002202,HTL002,GST01257,2026-01-05,Tripadvisor,4.7,4.2,4.3,4.8,5,Excellent location,Yes
REV000613,BKG002205,HTL003,GST00073,2025-06-18,Booking.com,3.9,4.3,3.4,4.2,3.6,Fine for a short stay,Yes
REV000614,BKG002220,HTL006,GST00193,2026-07-14,Tripadvisor,5,5,5,4.8,5,Good business stay,Yes
REV000615,BKG002222,HTL001,GST00925,2024-12-31,Booking.com,4.1,4.2,4.2,4.8,4.6,Good overall,Yes
REV000616,BKG002228,HTL001,GST01916,2026-05-08,Booking.com,4.7,4.7,4.7,4.5,4,Very comfortable,Yes
REV000617,BKG002232,HTL006,GST01293,2026-06-24,Expedia,4.2,3.9,3.8,4.6,4.4,Lovely weekend,Yes
REV000618,BKG002238,HTL001,GST00615,2024-07-28,Post-stay Survey,4.4,3.7,4.1,4.7,3.8,Excellent location,Yes
REV000619,BKG002240,HTL001,GST00319,2024-08-14,Google,5,5,5,4.8,4.3,Excellent location,Yes
REV000620,BKG002242,HTL001,GST00064,2026-03-25,Post-stay Survey,3.8,4.2,3.6,3.9,3.1,Fine for a short stay,Yes
REV000621,BKG002252,HTL002,GST00429,2024-10-20,Booking.com,4.2,4.6,4.1,4.6,4.6,Good business stay,No
REV000622,BKG002253,HTL003,GST00457,2024-08-28,Tripadvisor,4.2,5,4.4,4.5,4.4,Good business stay,No
REV000623,BKG002256,HTL001,GST00765,2024-09-03,Tripadvisor,4.9,5,5,4.4,5,Great stay,Yes
REV000624,BKG002257,HTL002,GST00564,2025-09-30,Google,3.7,3.2,3.7,3.9,4,Fine for a short stay,No
REV000625,BKG002258,HTL003,GST00353,2024-02-11,Google,4.4,4.1,4.3,4.5,4.3,Would stay again,No
REV000626,BKG002260,HTL005,GST01681,2025-10-27,Booking.com,3.6,3.5,3.2,3.7,3.2,Good overall,Yes
REV000627,BKG002263,HTL002,GST00002,2026-05-01,Tripadvisor,4.5,4.6,4.9,5,3.2,Great stay,Yes
REV000628,BKG002265,HTL006,GST01812,2026-07-20,Booking.com,2.9,3.5,3.1,3,3,Disappointing stay,Yes
REV000629,BKG002268,HTL001,GST00662,2024-05-04,Post-stay Survey,4.5,4.3,5,4.7,5,Clean and convenient,Yes
REV000630,BKG002278,HTL003,GST00419,2025-12-05,Post-stay Survey,4.2,4.8,4.1,4.6,3.6,Lovely weekend,Yes
REV000631,BKG002280,HTL002,GST01349,2024-08-19,Post-stay Survey,4,4.6,3.6,4,3.6,Good overall,Yes
REV000632,BKG002282,HTL004,GST00523,2025-04-17,Expedia,4.5,4.2,4.5,4.8,4.4,Great stay,Yes
REV000633,BKG002290,HTL005,GST00114,2024-12-28,Expedia,3.5,3.8,3.3,4,3.5,Convenient hotel,Yes
REV000634,BKG002292,HTL001,GST00721,2024-01-28,Booking.com,4.6,5,4.3,4.6,4.5,Would stay again,Yes
REV000635,BKG002296,HTL002,GST00252,2026-08-01,Booking.com,4.3,4.8,3.9,4.2,5,Friendly team,Yes
REV000636,BKG002300,HTL004,GST01680,2024-12-13,Google,4.5,4.1,4.3,4.7,5,Good business stay,Yes
REV000637,BKG002314,HTL006,GST01754,2024-07-11,Booking.com,4.4,4.5,3.9,4.8,4.5,Good business stay,No
REV000638,BKG002318,HTL004,GST00028,2026-04-23,Post-stay Survey,4.9,5,4.9,4.1,5,Friendly team,Yes
REV000639,BKG002327,HTL002,GST02016,2026-08-21,Expedia,4.4,4.8,4.9,4.9,4.5,Great stay,Yes
REV000640,BKG002333,HTL004,GST00237,2026-09-07,Booking.com,5,5,4.9,4.6,4.3,Friendly team,Yes
REV000641,BKG002336,HTL003,GST01143,2026-08-24,Booking.com,4.5,4.6,4.1,4.3,5,Lovely weekend,No
REV000642,BKG002343,HTL005,GST00352,2025-10-20,Expedia,2.3,1.9,1.7,2.3,2.4,Could be better,Yes
REV000643,BKG002345,HTL003,GST00916,2025-05-17,Post-stay Survey,4.3,5,4.2,4.9,4.2,Would stay again,No
REV000644,BKG002351,HTL003,GST01282,2026-08-11,Google,3.7,3.8,3.2,3.4,3.9,Solid city break,Yes
REV000645,BKG002352,HTL006,GST01092,2026-08-01,Tripadvisor,4.3,4,3.9,4.7,4.4,Excellent location,Yes
REV000646,BKG002358,HTL004,GST00349,2025-08-26,Post-stay Survey,5,5,4.9,4.7,4.6,Excellent location,Yes
REV000647,BKG002370,HTL006,GST01768,2024-04-21,Expedia,3.7,3.6,4.2,4.4,3.3,Solid city break,Yes
REV000648,BKG002372,HTL003,GST00035,2025-09-24,Google,3.3,2.9,3.1,3.1,3.6,Comfortable stay,Yes
REV000649,BKG002375,HTL006,GST00287,2026-04-25,Post-stay Survey,4.3,4.1,4.3,4.1,4.1,Clean and convenient,Yes
REV000650,BKG002388,HTL003,GST01787,2024-08-01,Tripadvisor,4.6,5,4.5,4.5,4.3,Would stay again,Yes
REV000651,BKG002390,HTL002,GST01069,2024-11-08,Tripadvisor,4.6,4.3,4.3,4.6,4.9,Very comfortable,No
REV000652,BKG002393,HTL002,GST01123,2024-02-28,Google,4.2,4.5,4.2,4.8,3.7,Clean and convenient,Yes
REV000653,BKG002399,HTL001,GST01641,2025-12-26,Booking.com,4.1,3.6,4.1,4.6,3.6,Comfortable stay,Yes
REV000654,BKG002401,HTL005,GST00112,2025-11-08,Post-stay Survey,3.6,3.8,3.7,3.9,2.6,Convenient hotel,Yes
REV000655,BKG002408,HTL003,GST00587,2025-06-26,Tripadvisor,4.2,4.2,4.5,4.1,4.1,Very comfortable,Yes
REV000656,BKG002409,HTL003,GST00765,2025-09-16,Booking.com,4.4,4.2,4.9,4.4,3.6,Lovely weekend,Yes
REV000657,BKG002413,HTL003,GST02181,2024-07-21,Tripadvisor,4.7,4.7,4.6,4.5,4.8,Lovely weekend,Yes
REV000658,BKG002414,HTL003,GST00266,2024-06-07,Post-stay Survey,3.2,2.9,3.2,3.4,2.8,Mostly positive,No
REV000659,BKG002416,HTL003,GST00294,2024-06-05,Post-stay Survey,3.7,4.5,4.4,3.6,3.2,Fine for a short stay,Yes
REV000660,BKG002418,HTL005,GST01006,2025-04-30,Booking.com,3.7,3.8,3.9,4,3.1,Solid city break,Yes
REV000661,BKG002423,HTL006,GST01501,2026-05-17,Post-stay Survey,3.8,4,3.4,3.8,4.2,Solid city break,No
REV000662,BKG002426,HTL002,GST00818,2024-12-07,Expedia,4.4,4,4.7,4.7,4.7,Friendly team,Yes
